Gene	# of interactions	# of interactions with differentially expressed genes	Proportion of interactions with differentially expressed genes	Diff. expression component	# of interactions with genes with disease-associated mutations	Proportion of interactions with genes with disease-associated mutations	Mutations component	% of genes` expression in lypmh nodes and leukocytes	Expression in tissues component	Localization component	TABT	% from top
IL21R	582	14	0.024054982817869417	1.8769515995185169	23	0.03951890034364261	7.546590001120487	0.7407407407407408	5.499058790990532	1	14.922600391629537	0.5282679554906148
PLD4	485	8	0.016494845360824743	0.9727668110984113	25	0.05154639175257732	10.147726088418027	0.5469613259668507	3.798890648706543	1	14.919383548222982	0.5338878273575363
FCGR3B	1080	41	0.03796296296296296	3.5403319489226743	30	0.027777777777777776	5.00738572542527	0.834600439263389	6.322558384375038	1	14.870276058722983	0.5395076992244576
IFNAR1	713	67	0.09396914446002805	10.238614573394612	16	0.02244039270687237	3.853091413527287	0.19961977186311788	0.7514098547964028	1	14.843115841718301	0.5451275710913792
TREM1	731	37	0.0506155950752394	5.053573944110976	21	0.028727770177838577	5.212836673627229	0.6230529595015575	4.466498048496708	1	14.732908666234913	0.5507474429583006
CD8B	490	22	0.044897959183673466	4.369750478168379	14	0.02857142857142857	5.179025317580277	0.70298769771529	5.167823808672913	1	14.71659960442157	0.5563673148252221
CX3CR1	947	27	0.028511087645195353	2.409897226944785	26	0.027455121436114043	4.937606165784638	0.9528073788842124	7.359674082008417	1	14.70717747473784	0.5619871866921434
IFNGR1	706	55	0.07790368271954674	8.317201608719921	21	0.029745042492917848	5.432837972268419	0.2129233164655508	0.8681315547711007	1	14.618171135759441	0.5676070585590649
IFNK	272	31	0.11397058823529412	12.630767005912046	5	0.01838235294117647	2.9754758477078993	0.0	-1.0	1	14.606242853619946	0.5732269304259863
IFI30	702	50	0.07122507122507123	7.518446433250796	22	0.03133903133903134	5.777563382531074	0.26178010471204194	1.2967877926275442	1	14.592797608409414	0.5788468022929077
HLA-DRA	877	44	0.05017103762827822	5.000405323380858	34	0.03876852907639681	7.384310294094106	0.3604894327030033	2.1628367225013183	1	14.547552339976281	0.5844666741598291
MS4A7	344	16	0.046511627906976744	4.562743624318194	13	0.0377906976744186	7.172838719473914	0.43123543123543123	2.7835429674822496	1	14.519125311274358	0.5900865460267506
TNFRSF25	650	15	0.023076923076923078	1.7599766443732583	35	0.05384615384615385	10.645086175439754	0.3473227206946454	2.047315554675734	1	14.452378374488747	0.5957064178936721
HLA-DQB1	728	26	0.03571428571428571	3.271392425815756	39	0.05357142857142857	10.58567247046302	0.16901408450704225	0.4828838368175578	1	14.339948733096335	0.6013262897605935
CD3E	812	32	0.03940886699507389	3.7132606077966965	22	0.027093596059113302	4.859420559774402	0.7687965680740573	5.745213027203821	1	14.31789419477492	0.6069461616275149
FCN1	576	19	0.03298611111111111	2.945105504399275	13	0.022569444444444444	3.881000901908031	0.9600848693807187	7.4235248141017705	1	14.249631220409078	0.6125660334944364
CD247	911	17	0.018660812294182216	1.231814264202305	33	0.036223929747530186	6.834000265428343	0.8123167155425219	6.127047023140496	1	14.192861552771143	0.6181859053613578
IFITM5	285	29	0.10175438596491228	11.169721578113663	1	0.0035087719298245615	-0.2411723294199659	0.48484848484848486	3.25392939046653	1	14.182478639160227	0.6238057772282792
BTNL2	302	5	0.016556291390728478	0.9801156940867747	21	0.0695364238410596	14.038356319276502	0.015873015873015876	-0.8607344544787744	1	14.157737558884504	0.6294256490952006
CD244	762	21	0.027559055118110236	2.2960351002357804	24	0.031496062992125984	5.811523972135739	0.8024349750968455	6.040347306786919	1	14.147906379158439	0.6350455209621221
CCR1	1009	47	0.04658077304261645	4.571013312560491	26	0.02576808721506442	4.572758215062491	0.6837606837606838	4.999131191683568	1	14.142902719306552	0.6406653928290434
RNASE6	524	18	0.03435114503816794	3.108362180555613	17	0.03244274809160305	6.0162596640463075	0.6859344894026975	5.018203574084874	1	14.142825418686794	0.6462852646959649
NOD2	1179	52	0.04410517387616624	4.274934157750416	31	0.026293469041560644	4.6863803813185765	0.70298769771529	5.167823808672913	1	14.129138347741904	0.6519051365628864
LILRB2	707	24	0.033946251768033946	3.059937355230818	22	0.031117397454031116	5.729631533998322	0.7170393215111796	5.291108953036709	1	14.08067784226585	0.6575250084298079
TLR7	1559	69	0.04425914047466325	4.293348407104581	35	0.02245028864656831	3.8552315676945734	0.7890625000000001	5.923020829309055	1	14.07160080410821	0.6631448802967292
GNLY	514	16	0.0311284046692607	2.722925694096223	16	0.0311284046692607	5.73201201915361	0.749787595581988	5.578433446997743	1	14.033371160247576	0.6687647521636507
LILRA1	520	13	0.025	1.9899746980710296	15	0.028846153846153848	5.238439022557012	0.8853503184713376	6.767824089996008	1	13.996237810624049	0.6743846240305721
CCR2	1227	40	0.032599837000814993	2.8989075117470633	28	0.022819885900570498	3.9351628453371417	0.9285071942446043	7.146470838392021	1	13.980541195476226	0.6800044958974936
TNFSF13	364	17	0.046703296703296704	4.58566701837445	15	0.04120879120879121	7.912055746510016	0.2804487179487179	1.4605811528389627	1	13.95830391772343	0.6856243677644149
CCL5	1511	77	0.050959629384513566	5.0947200993109005	31	0.020516214427531435	3.4369572929017873	0.7288888888888889	5.395073850334684	1	13.926751242547372	0.6912442396313364
CCR7	1084	46	0.042435424354243544	4.075233804843814	28	0.025830258302583026	4.586203700395454	0.7132132132132132	5.257539714298316	1	13.918977219537583	0.6968641114982579
CTSS	1327	60	0.0452147701582517	4.407640750090785	27	0.020346646571213264	3.4002855501984643	0.8104212860310421	6.1104170375709606	1	13.91834333786021	0.7024839833651794
GZMA	995	40	0.04020100502512563	3.8079995144860774	24	0.024120603015075376	4.216463584690888	0.7835365853658537	5.874537949799284	1	13.899001048976249	0.7081038552321007
IL7R	1098	41	0.037340619307832425	3.4659002776288603	30	0.0273224043715847	4.9089039922215765	0.7414265609954818	5.50507599230061	1	13.879880262151046	0.7137237270990222
CLEC2B	355	27	0.07605633802816901	8.096261053286511	9	0.02535211267605634	4.4827971127825	0.2606060606060606	1.2864870473757597	1	13.865545213444772	0.7193435989659436
LTB	627	16	0.025518341307814992	2.051967793884305	27	0.0430622009569378	8.312885048027692	0.512282804074296	3.494630682744651	1	13.859483524656648	0.724963470832865
CXCR3	974	39	0.04004106776180698	3.788871179662018	27	0.027720739219712527	4.9950502311225495	0.6906906906906908	5.0599331970046855	1	13.843854607789254	0.7305833426997864
IL2RB	916	30	0.03275109170305677	2.9169974210537504	25	0.027292576419213975	4.902453223671118	0.8002177463255308	6.020893941600822	1	13.84034458632569	0.7362032145667079
TNFSF8	608	20	0.03289473684210526	2.934177234303986	19	0.03125	5.758308941103429	0.700218818380744	5.143530410739408	1	13.836016586146824	0.7418230864336293
CD300A	670	25	0.03731343283582089	3.4626488030910885	19	0.028358208955223882	5.132913188344604	0.7072629241991754	5.205333488828733	1	13.800895480264426	0.7474429583005507
CCL8	527	49	0.09297912713472485	10.120209503262272	12	0.022770398481973434	3.9244604049026877	0.08595988538681949	-0.24581122912574055	1	13.798858679039219	0.7530628301674722
OR2T34	54	0	0.0	-1.0	2	0.037037037037037035	7.0098476339003595	1.0	7.773729367837218	1	13.783577001737576	0.7586827020343937
LILRB1	498	11	0.02208835341365462	1.6417447131551266	20	0.040160642570281124	7.685376952422077	0.6070287539936102	4.325906006035372	1	13.653027671612577	0.7643025739013151
IGSF6	551	24	0.043557168784029036	4.209393303354243	13	0.023593466424682397	4.102461922865746	0.721627408993576	5.331363590923217	1	13.643218817143207	0.7699224457682365
FCRLA	372	9	0.024193548387096774	1.8935239013590606	13	0.03494623655913978	6.557678815857598	0.702054794520548	5.159638768515856	1	13.610841485732514	0.7755423176351579
GZMB	1283	46	0.03585346843335931	3.288038538153308	30	0.02338269680436477	4.056879644161568	0.8250470303681804	6.238739360188189	1	13.583657542503065	0.7811621895020794
CLEC12A	656	14	0.021341463414634148	1.5524174251825864	18	0.027439024390243903	4.934124923895693	0.9228497600590625	7.096834041931726	1	13.583376391010006	0.7867820613690008
PRF1	1069	31	0.028999064546304958	2.4682587704472185	28	0.026192703461178673	4.664588223787345	0.8471725877653984	6.432863012903929	1	13.565710007138492	0.7924019332359222
LY96	641	41	0.06396255850234009	6.649857261835395	15	0.0234009360374415	4.06082416806497	0.4390009606147935	2.851675620654763	1	13.562357050555129	0.7980218051028437
LILRB3	516	14	0.027131782945736434	2.24493378085228	17	0.03294573643410853	6.125038883643926	0.7049282595134123	5.1848497727112015	1	13.554822437207408	0.8036416769697651
CD48	829	28	0.033775633293124246	3.0395315583106792	24	0.028950542822677925	5.261014797065661	0.7117570337246133	5.244763589554345	1	13.545309944930684	0.8092615488366866
CSF3R	852	30	0.035211267605633804	3.211231969114126	21	0.02464788732394366	4.330497192982985	0.7916885849552867	5.946061388003689	1	13.487790550100799	0.814881420703608
C3AR1	799	42	0.052565707133917394	5.286805372664992	21	0.026282853566958697	4.684084616297252	0.5111111111111111	3.4843505657834664	1	13.45524055474571	0.8205012925705295
KIR3DL1	328	6	0.018292682926829267	1.1877863644422166	12	0.036585365853658534	6.912166565194258	0.7234042553191489	5.3469531597120294	1	13.446906089348504	0.8261211644374508
FCGR2A	1043	36	0.03451581975071908	3.128057109513214	36	0.03451581975071908	6.464594343385571	0.5511111111111111	3.8352997404969553	1	13.42795119339574	0.8317410363043722
CXCL11	714	66	0.09243697478991597	10.055368631523136	17	0.023809523809523808	4.1491877646502315	0.021205357142857144	-0.8139499352802375	1	13.39060646089313	0.8373609081712937
IFNA16	136	15	0.11029411764705882	12.191064844431011	2	0.014705882352941176	2.180380678166319	0	-1.0	1	13.37144552259733	0.8429807800382152
DNASE1L3	310	9	0.02903225806451613	2.4722286816308734	18	0.05806451612903226	11.557374032501855	0.03816793893129771	-0.6651248332886558	1	13.364477880844072	0.8486006519051366
TLR1	1368	64	0.04678362573099415	4.595274288787891	30	0.021929824561403508	3.742672941125213	0.6868395773294909	5.026144570608656	1	13.36409180052176	0.854220523772058
CD3D	779	26	0.03337612323491656	2.991750559684044	23	0.029525032092426188	5.385257228051506	0.6794474203552298	4.961287785871918	1	13.33829557360747	0.8598403956389795
IL32	372	26	0.06989247311827956	7.359069048370619	10	0.026881720430107527	4.813599089121229	0.24444444444444444	1.1446894010268753	1	13.317357538518724	0.865460267505901
CASP4	712	55	0.07724719101123595	8.238685864826214	13	0.018258426966292134	2.9486748869368347	0.3502673796791444	2.073151195686298	1	13.260511947449347	0.8710801393728222
CD300LB	550	13	0.023636363636363636	1.826885169085337	15	0.02727272727272727	4.898160530417537	0.8506637168141594	6.463493234365953	1	13.188538933868827	0.8767000112397437
IL1RN	933	55	0.05894962486602358	6.050315472407572	23	0.02465166130760986	4.331313376904741	0.42920176494183715	2.765700129797763	1	13.147328979110076	0.8823198831066652
PDCD1	856	21	0.02453271028037383	1.9340873205369917	29	0.03387850467289719	6.326764833345773	0.6666666666666666	4.849152911891478	1	13.110005065774242	0.8879397549735867
TLR6	1041	42	0.040345821325648415	3.825319397463333	22	0.021133525456292025	3.5704606095454503	0.761802575107296	5.6838496257129005	1	13.079629632721684	0.8935596268405079
CXCL9	974	70	0.07186858316221766	7.595409809649777	29	0.029774127310061602	5.439128026020515	0.1171605789110958	0.027935211945090944	1	13.062473047615383	0.8991794987074295
TREML4	250	7	0.028	2.3487716618395535	7	0.028	5.055444811228671	0.7575757575757576	5.646764672603953	1	13.050981145672178	0.9047993705743509
CFB	770	41	0.053246753246753244	5.368257798488946	33	0.04285714285714286	8.268537976370418	0.046948356807511735	-0.588087823106234	1	13.04870795175313	0.9104192424412725
KLRC4	142	2	0.014084507042253521	0.6844927876456505	5	0.035211267605633804	6.614995989975695	0.763888888888889	5.702154378208986	1	13.001643155830331	0.9160391143081937
LY6G5B	150	1	0.006666666666666667	-0.20267341384772541	10	0.06666666666666667	13.417725741020648	0.08940397350993379	-0.2155937320145533	1	12.99945859515837	0.9216589861751152
CCER2	21	1	0.047619047619047616	4.695189901087675	1	0.047619047619047616	9.298375529300463	0.0	-1.0	1	12.993565430388138	0.9272788580420367
CD27	831	28	0.03369434416365824	3.029809460697416	23	0.027677496991576414	4.985698412337093	0.6798328902392707	4.964669794313945	1	12.980177667348455	0.9328987299089582
IFNW1	201	25	0.12437810945273632	13.87549601030363	1	0.004975124378109453	0.07594968216571996	0.0	-1.0	1	12.951445692469349	0.9385186017758794
MAS1L	136	0	0.0	-1.0	10	0.07352941176470588	14.901903390831597	0.0	-1.0	1	12.901903390831597	0.9441384736428009
