ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
205875_s_at	5.79e-06	7.55e-09	6.2073915	9.941849	1.01203104	ATRIP///TREX1	ATR interacting protein///three prime repair exonuclease 1
222279_at	6.85e-06	9.42e-09	-6.1615868	9.734274	-1.0237126	HLA-F-AS1	HLA-F antisense RNA 1
210569_s_at	6.85e-06	9.55e-09	6.1588117	9.721722	1.3392942	SIGLEC9	sialic acid binding Ig like lectin 9
203153_at	9.95e-06	1.43e-08	6.0746989	9.342671	3.03142521	IFIT1	interferon induced protein with tetratricopeptide repeats 1
206491_s_at	1.03e-05	1.52e-08	6.0617513	9.284561	0.76046014	NAPA	NSF attachment protein alpha
211307_s_at	1.07e-05	1.64e-08	6.0460969	9.214389	3.04658501	FCAR	Fc fragment of IgA receptor
214779_s_at	1.13e-05	1.78e-08	-6.0284742	9.135507	-0.70152764	SGSM3	small G protein signaling modulator 3
216565_x_at	1.15e-05	1.89e-08	6.0166074	9.082458	1.05916565		
214041_x_at	1.15e-05	1.91e-08	-6.0141775	9.071601	-1.39311577	RPL37A	ribosomal protein L37a
205839_s_at	1.27e-05	2.16e-08	-5.9879464	8.954556	-0.86033809	TSPOAP1	TSPO associated protein 1
217336_at	1.37e-05	2.39e-08	-5.9667422	8.860139	-1.32681769		
205569_at	1.48e-05	2.66e-08	5.9443778	8.760749	1.91920252	LAMP3	lysosomal associated membrane protein 3
205241_at	1.72e-05	3.16e-08	5.9079193	8.599149	1.36279079	SCO2	SCO2 cytochrome c oxidase assembly protein
208436_s_at	1.76e-05	3.33e-08	5.8972538	8.551976	1.19326852	IRF7	interferon regulatory factor 7
201344_at	1.78e-05	3.44e-08	-5.8904461	8.52189	-0.59630378	UBE2D2	ubiquitin conjugating enzyme E2 D2
213294_at	1.80e-05	3.57e-08	5.8826046	8.487258	1.14765297	EIF2AK2	eukaryotic translation initiation factor 2 alpha kinase 2
44673_at	2.20e-05	4.44e-08	5.8358174	8.281145	2.17802139	SIGLEC1	sialic acid binding Ig like lectin 1
205232_s_at	2.39e-05	4.94e-08	-5.8131063	8.181419	-0.75882972	PAFAH2	platelet activating factor acetylhydrolase 2
218434_s_at	2.39e-05	5.05e-08	-5.8085471	8.161425	-0.69505433	AACS	acetoacetyl-CoA synthetase
213797_at	2.59e-05	5.64e-08	5.7851323	8.058877	2.48948829	RSAD2	radical S-adenosyl methionine domain containing 2
222297_x_at	2.59e-05	5.74e-08	-5.7813582	8.042369	-1.06328324	RPL18	ribosomal protein L18
218482_at	2.59e-05	5.83e-08	5.7777641	8.026655	0.61973156	ENY2	ENY2, transcription and export complex 2 subunit
207249_s_at	2.80e-05	6.41e-08	-5.75743	7.937848	-1.45823574	SLC28A2	solute carrier family 28 member 2
218499_at	3.11e-05	7.26e-08	-5.7307194	7.821458	-0.5849622	STK26	serine/threonine protein kinase 26
218128_at	3.39e-05	8.09e-08	-5.7076382	7.721126	-0.83918248	NFYB	nuclear transcription factor Y subunit beta
217019_at	3.56e-05	8.65e-08	-5.6931969	7.658467	-1.38075941		
216954_x_at	3.66e-05	9.05e-08	-5.6833349	7.615728	-0.66196605	ATP5O	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit
221588_x_at	4.02e-05	1.01e-07	-5.6586911	7.509114	-0.68796772	ALDH6A1	aldehyde dehydrogenase 6 family member A1
212203_x_at	4.02e-05	1.03e-07	5.6551172	7.493675	1.01388863	IFITM3	interferon induced transmembrane protein 3
211012_s_at	4.08e-05	1.07e-07	5.6481021	7.463385	1.42591204	PML	promyelocytic leukemia
204972_at	4.37e-05	1.16e-07	5.6298735	7.384777	1.37057526	OAS2	2'-5'-oligoadenylate synthetase 2
217266_at	4.63e-05	1.25e-07	-5.6133625	7.313703	-0.78701608	RPL15	ribosomal protein L15
217723_x_at	4.75e-05	1.30e-07	-5.6043506	7.274959	-1.00424565	RPS12	ribosomal protein S12
221948_s_at	5.39e-05	1.50e-07	-5.5734822	7.142525	-1.51565086	KLHL22	kelch like family member 22
221214_s_at	5.55e-05	1.57e-07	-5.563265	7.098783	-0.77792891	MIR7114///NSMF	microRNA 7114///NMDA receptor synaptonuclear signaling and neuronal migration factor
213509_x_at	5.60e-05	1.61e-07	-5.5580312	7.076394	-0.67818953	CES2	carboxylesterase 2
207375_s_at	5.74e-05	1.68e-07	5.5491212	7.038308	0.60569328	IL15RA	interleukin 15 receptor subunit alpha
214059_at	5.90e-05	1.75e-07	5.5399526	6.999153	1.7855474	IFI44	interferon induced protein 44
216505_x_at	6.03e-05	1.84e-07	-5.5289484	6.952209	-0.84073009		
201119_s_at	6.03e-05	1.84e-07	5.5285042	6.950315	0.53305369	COX8A	cytochrome c oxidase subunit 8A
36865_at	6.56e-05	2.03e-07	-5.5069156	6.858381	-0.56348701	ANGEL1	angel homolog 1
216487_at	7.04e-05	2.22e-07	-5.488244	6.77904	-1.72593997		
202869_at	7.40e-05	2.37e-07	5.4730272	6.714496	1.43547468	OAS1	2'-5'-oligoadenylate synthetase 1
218222_x_at	7.40e-05	2.43e-07	5.4681889	6.693996	1.55120938	ARNT	aryl hydrocarbon receptor nuclear translocator
201036_s_at	7.40e-05	2.43e-07	-5.4679688	6.693064	-0.59237815	HADH	hydroxyacyl-CoA dehydrogenase
214252_s_at	7.49e-05	2.51e-07	-5.4604613	6.661276	-0.68293151	CLN5	ceroid-lipofuscinosis, neuronal 5
217340_at	7.49e-05	2.53e-07	-5.4593413	6.656536	-1.74325318		
209993_at	7.51e-05	2.57e-07	-5.4557596	6.641382	-0.90654402	ABCB1	ATP binding cassette subfamily B member 1
217379_at	7.68e-05	2.67e-07	-5.4473328	6.605751	-0.99247861		
219352_at	7.68e-05	2.69e-07	5.445118	6.596392	1.31307555	HERC6	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6
213740_s_at	7.87e-05	2.85e-07	-5.4324617	6.542952	-1.1753952	TMEM262	transmembrane protein 262
201260_s_at	7.87e-05	2.86e-07	-5.4316072	6.539346	-0.58207828	SYPL1	synaptophysin like 1
208745_at	7.87e-05	2.86e-07	-5.431544	6.53908	-0.5419962	ATP5L	ATP synthase, H+ transporting, mitochondrial Fo complex subunit G
201096_s_at	8.37e-05	3.12e-07	5.412857	6.460319	0.75144229	ARF4	ADP ribosylation factor 4
211467_s_at	8.37e-05	3.12e-07	-5.4124307	6.458524	-1.61636169	NFIB	nuclear factor I B
59999_at	8.47e-05	3.20e-07	-5.4070339	6.43581	-0.65348821	HIF1AN	hypoxia inducible factor 1 alpha subunit inhibitor
217313_at	9.34e-05	3.57e-07	-5.3826495	6.333347	-0.7563216		
220760_x_at	9.50e-05	3.67e-07	-5.3764227	6.307227	-0.83295162	ZNF665	zinc finger protein 665
207605_x_at	1.08e-04	4.21e-07	-5.3457402	6.178787	-0.85951076	ZNF117	zinc finger protein 117
205934_at	1.11e-04	4.45e-07	-5.3334746	6.127566	-0.88594144	PLCL1	phospholipase C like 1
213830_at	1.11e-04	4.47e-07	-5.3325	6.1235	-1.16699033	YME1L1	YME1 like 1 ATPase
201642_at	1.11e-04	4.48e-07	5.3321713	6.122128	0.77399144	IFNGR2	interferon gamma receptor 2 (interferon gamma transducer 1)
212190_at	1.13e-04	4.61e-07	-5.3258337	6.095695	-0.90596219	SERPINE2	serpin family E member 2
200660_at	1.15e-04	4.74e-07	5.3192782	6.068372	1.08557018	S100A11	S100 calcium binding protein A11
204050_s_at	1.15e-04	4.80e-07	5.3167551	6.057862	0.72535874	CLTA	clathrin light chain A
40850_at	1.23e-04	5.21e-07	5.2981228	5.98034	2.04452203	FKBP8	FK506 binding protein 8
219599_at	1.37e-04	5.86e-07	-5.2717213	5.870779	-0.92887289	EIF4B	eukaryotic translation initiation factor 4B
209091_s_at	1.40e-04	6.06e-07	5.2641837	5.839562	0.58518485	SH3GLB1	SH3 domain containing GRB2 like endophilin B1
216950_s_at	1.42e-04	6.22e-07	5.2584612	5.81588	1.27549856	FCGR1CP///FCGR1B///FCGR1A	Fc fragment of IgG receptor Ic, pseudogene///Fc fragment of IgG receptor Ib///Fc fragment of IgG receptor Ia
209417_s_at	1.42e-04	6.31e-07	5.2550835	5.801909	1.09065138	IFI35	interferon induced protein 35
219887_at	1.42e-04	6.36e-07	-5.2534908	5.795323	-1.71859066	CCDC87	coiled-coil domain containing 87
217165_x_at	1.42e-04	6.39e-07	5.2523851	5.790751	0.83882017	MT1F	metallothionein 1F
212560_at	1.42e-04	6.44e-07	-5.2504328	5.782682	-0.65575921	SORL1	sortilin related receptor 1
208805_at	1.44e-04	6.59e-07	5.2453202	5.761557	0.58454994	KIAA0391///PSMA6	KIAA0391///proteasome subunit alpha 6
210797_s_at	1.50e-04	6.99e-07	5.2320718	5.706876	1.28858046	OASL	2'-5'-oligoadenylate synthetase like
64438_at	1.50e-04	7.04e-07	-5.2303733	5.699872	-0.65602613	OGFOD3	2-oxoglutarate and iron dependent oxygenase domain containing 3
222229_x_at	1.50e-04	7.09e-07	-5.2287746	5.69328	-0.57319319		
204415_at	1.50e-04	7.13e-07	5.2275331	5.688162	1.59341819	IFI6	interferon alpha inducible protein 6
216348_at	1.50e-04	7.21e-07	-5.2250805	5.678055	-1.24299381		
201630_s_at	1.62e-04	7.84e-07	-5.2060125	5.59957	-0.48277052	ACP1	acid phosphatase 1, soluble
205033_s_at	1.64e-04	8.02e-07	5.20093	5.57868	2.25016693	DEFA1B///DEFA3///DEFA1	defensin alpha 1B///defensin alpha 3///defensin alpha 1
213988_s_at	1.70e-04	8.41e-07	5.1900626	5.534056	1.3317595	SAT1	spermidine/spermine N1-acetyltransferase 1
212313_at	1.72e-04	8.56e-07	-5.186103	5.517812	-0.90656743	CHMP7	charged multivesicular body protein 7
210022_at	1.77e-04	8.90e-07	5.1772451	5.4815	0.9412168	PCGF1	polycomb group ring finger 1
205005_s_at	1.84e-04	9.35e-07	-5.1660993	5.435865	-0.85187237	NMT2	N-myristoyltransferase 2
207157_s_at	1.85e-04	9.51e-07	5.162082	5.419431	0.4274579	GNG5	G protein subunit gamma 5
214259_s_at	1.85e-04	9.63e-07	-5.1593988	5.40846	-0.559481	AKR7A2	aldo-keto reductase family 7 member A2
213503_x_at	1.85e-04	9.66e-07	5.1587253	5.405707	0.68305367	ANXA2	annexin A2
201416_at	2.02e-04	1.06e-06	-5.1368303	5.31632	-0.96561571	SOX4	SRY-box 4
216354_at	2.20e-04	1.17e-06	-5.1153861	5.229007	-1.16890995		
216754_at	2.30e-04	1.23e-06	-5.1034381	5.180459	-1.1145221		
203366_at	2.32e-04	1.25e-06	-5.0995456	5.164659	-0.57367728	POLG	DNA polymerase gamma, catalytic subunit
205878_at	2.32e-04	1.26e-06	-5.0979682	5.158258	-1.05305629	POU6F1	POU class 6 homeobox 1
208886_at	2.43e-04	1.33e-06	5.0851143	5.106146	1.19241419	H1F0	H1 histone family member 0
211950_at	2.50e-04	1.39e-06	5.0754235	5.066913	0.52418899	UBR4	ubiquitin protein ligase E3 component n-recognin 4
204120_s_at	2.50e-04	1.39e-06	-5.0748232	5.064484	-1.04158232	ADK	adenosine kinase
200765_x_at	2.56e-04	1.44e-06	5.0664481	5.030619	0.71032245	CTNNA1	catenin alpha 1
207511_s_at	2.56e-04	1.45e-06	5.0651317	5.025299	1.21255287	CNPPD1	cyclin Pas1/PHO80 domain containing 1
218421_at	2.57e-04	1.47e-06	-5.0624882	5.014619	-0.6825501	CERK	ceramide kinase
211013_x_at	2.71e-04	1.56e-06	5.0486759	4.958875	1.71468345	PML	promyelocytic leukemia
208588_at	2.72e-04	1.58e-06	-5.0459462	4.947869	-1.38170534	TPT1P8	tumor protein, translationally-controlled 1 pseudogene 8
54051_at	2.78e-04	1.63e-06	-5.0389216	4.919566	-0.85141032	PKNOX1	PBX/knotted 1 homeobox 1
200895_s_at	3.01e-04	1.77e-06	-5.019409	4.84108	-0.69299561	FKBP4	FK506 binding protein 4
218559_s_at	3.08e-04	1.83e-06	5.0112506	4.808323	1.30681186	MAFB	MAF bZIP transcription factor B
47560_at	3.08e-04	1.86e-06	-5.0086104	4.79773	-0.99156472	ADGRL1	adhesion G protein-coupled receptor L1
208184_s_at	3.08e-04	1.86e-06	-5.0084774	4.797196	-0.57286209	LOC102724200///TRAPPC10	trafficking protein particle complex subunit 10-like///trafficking protein particle complex 10
204612_at	3.15e-04	1.91e-06	-5.0018205	4.770502	-0.86133227	PKIA	protein kinase (cAMP-dependent, catalytic) inhibitor alpha
221345_at	3.28e-04	2.01e-06	4.9902541	4.724177	2.11347584	FFAR2	free fatty acid receptor 2
211407_at	3.29e-04	2.04e-06	4.9863146	4.708414	1.35602051	NDUFB7	NADH:ubiquinone oxidoreductase subunit B7
219607_s_at	3.29e-04	2.06e-06	4.9844652	4.701017	1.32449023	MS4A4A	membrane spanning 4-domains A4A
202430_s_at	3.29e-04	2.07e-06	4.9831669	4.695826	1.09798724	PLSCR1	phospholipid scramblase 1
55616_at	3.29e-04	2.08e-06	-4.9824277	4.69287	-0.62011656	PGAP3	post-GPI attachment to proteins 3
214042_s_at	3.29e-04	2.08e-06	-4.9816914	4.689926	-0.61112289	RPL22	ribosomal protein L22
44040_at	3.31e-04	2.11e-06	-4.9782715	4.676258	-0.67518681	LOC101927826///FBXO41	uncharacterized LOC101927826///F-box protein 41
218660_at	3.41e-04	2.19e-06	4.9701427	4.643793	1.13741916	DYSF	dysferlin
217890_s_at	3.43e-04	2.22e-06	-4.9669051	4.630872	-1.03926486	PARVA	parvin alpha
214370_at	3.43e-04	2.24e-06	-4.9643413	4.620644	-1.58590417	S100A8	S100 calcium binding protein A8
216823_at	3.43e-04	2.27e-06	-4.9619504	4.611109	-1.15958054	SNORD73A///RPS3A	small nucleolar RNA, C/D box 73A///ribosomal protein S3A
205541_s_at	3.43e-04	2.27e-06	-4.9616215	4.609798	-0.69182926	GSPT2	G1 to S phase transition 2
214835_s_at	3.43e-04	2.28e-06	-4.9603891	4.604885	-0.64116673	SUCLG2	succinate-CoA ligase GDP-forming beta subunit
207283_at	3.53e-04	2.38e-06	-4.9508562	4.566905	-0.82175263	RPL23AP32	ribosomal protein L23a pseudogene 32
207275_s_at	3.53e-04	2.39e-06	4.9496736	4.562196	1.45223856	ACSL1	acyl-CoA synthetase long-chain family member 1
200661_at	3.53e-04	2.41e-06	4.9475161	4.553609	0.67763809	CTSA	cathepsin A
206111_at	3.53e-04	2.42e-06	4.9467755	4.550662	1.32586066	RNASE2	ribonuclease A family member 2
217707_x_at	3.53e-04	2.43e-06	-4.9460268	4.547682	-0.59866386	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2
205842_s_at	3.65e-04	2.53e-06	4.9364121	4.509449	0.72402981	JAK2	Janus kinase 2
207571_x_at	3.66e-04	2.57e-06	4.9326232	4.494396	0.61748598	THEMIS2	thymocyte selection associated family member 2
202411_at	3.66e-04	2.59e-06	4.9307724	4.487046	3.51298324	IFI27	interferon alpha inducible protein 27
203254_s_at	3.66e-04	2.59e-06	4.9305854	4.486303	1.03358356	TLN1	talin 1
204801_s_at	3.66e-04	2.60e-06	-4.929723	4.482879	-1.68944888	DHRS12	dehydrogenase/reductase 12
208832_at	3.67e-04	2.62e-06	-4.9278869	4.47559	-0.51900239	ATXN10	ataxin 10
218802_at	3.69e-04	2.67e-06	-4.9234603	4.458023	-0.48918689	MCUB	mitochondrial calcium uniporter dominant negative beta subunit
216570_x_at	3.69e-04	2.69e-06	-4.9223169	4.453488	-0.650825		
202425_x_at	3.69e-04	2.71e-06	-4.920118	4.444767	-0.7230199	PPP3CA	protein phosphatase 3 catalytic subunit alpha
213008_at	3.69e-04	2.72e-06	4.9195392	4.442472	1.71580092	FANCI	Fanconi anemia complementation group I
204521_at	3.69e-04	2.72e-06	-4.9192413	4.441291	-0.57433965	FAM216A	family with sequence similarity 216 member A
212731_at	3.83e-04	2.85e-06	-4.908713	4.399577	-0.91083128	ANKRD46	ankyrin repeat domain 46
218757_s_at	3.83e-04	2.87e-06	-4.9067769	4.391912	-0.61180496	UPF3B	UPF3 regulator of nonsense transcripts homolog B (yeast)
217353_at	3.83e-04	2.88e-06	-4.9061743	4.389527	-0.80273223		
215440_s_at	3.90e-04	2.95e-06	-4.9003664	4.366548	-0.59996377	BEX4	brain expressed X-linked 4
218309_at	3.90e-04	2.96e-06	-4.8992832	4.362264	-1.03383934	CAMK2N1	calcium/calmodulin dependent protein kinase II inhibitor 1
203535_at	4.08e-04	3.12e-06	4.8874447	4.315489	0.7254934	S100A9	S100 calcium binding protein A9
204290_s_at	4.08e-04	3.14e-06	-4.8858276	4.309105	-0.81766545	ALDH6A1	aldehyde dehydrogenase 6 family member A1
209420_s_at	4.14e-04	3.21e-06	-4.8803876	4.287641	-0.65810962	SMPD1	sphingomyelin phosphodiesterase 1
203127_s_at	4.14e-04	3.22e-06	4.8795899	4.284495	0.84678985	SPTLC2	serine palmitoyltransferase long chain base subunit 2
204924_at	4.17e-04	3.27e-06	4.8765014	4.272317	1.12921764	TLR2	toll like receptor 2
43977_at	4.19e-04	3.31e-06	-4.8730325	4.258645	-0.4830129	TMEM161A	transmembrane protein 161A
207174_at	4.19e-04	3.32e-06	-4.8725093	4.256584	-1.94987506	GPC5	glypican 5
210927_x_at	4.19e-04	3.34e-06	4.8714526	4.25242	0.33915758	JTB	jumping translocation breakpoint
201298_s_at	4.23e-04	3.38e-06	4.8682443	4.239784	0.74724385	MOB1A	MOB kinase activator 1A
208581_x_at	4.25e-04	3.42e-06	4.8657043	4.229784	1.01598705	MT1X	metallothionein 1X
201020_at	4.29e-04	3.47e-06	4.8619682	4.215081	0.74337309	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta
202481_at	4.30e-04	3.50e-06	-4.86019	4.208086	-0.91067618	DHRS3	dehydrogenase/reductase 3
205099_s_at	4.30e-04	3.52e-06	4.858736	4.202368	1.20228512	CCR1	C-C motif chemokine receptor 1
46665_at	4.45e-04	3.66e-06	-4.8495685	4.166338	-1.03114555	SEMA4C	semaphorin 4C
209066_x_at	4.47e-04	3.71e-06	-4.8466151	4.15474	-0.81813647	UQCRB	ubiquinol-cytochrome c reductase binding protein
216806_at	4.47e-04	3.72e-06	-4.8456694	4.151028	-0.87393147		
213361_at	4.47e-04	3.74e-06	4.8445548	4.146652	0.60532556	TDRD7	tudor domain containing 7
215807_s_at	4.61e-04	3.88e-06	-4.8357884	4.112265	-0.90811247	PLXNB1	plexin B1
202968_s_at	4.73e-04	4.00e-06	-4.8282826	4.082856	-0.7662994	DYRK2	dual specificity tyrosine phosphorylation regulated kinase 2
217285_at	4.73e-04	4.02e-06	-4.8273861	4.079345	-1.04751491	TSSK2///DGCR14	testis specific serine kinase 2///DiGeorge syndrome critical region gene 14
212647_at	4.73e-04	4.04e-06	4.8261771	4.074611	0.97174873	RRAS	related RAS viral (r-ras) oncogene homolog
220113_x_at	4.78e-04	4.10e-06	-4.8225495	4.060413	-0.73177203	POLR1B	RNA polymerase I subunit B
217713_x_at	4.84e-04	4.18e-06	-4.8183215	4.043873	-0.66398316		
221589_s_at	4.87e-04	4.23e-06	-4.8151462	4.031458	-0.57923079	ALDH6A1	aldehyde dehydrogenase 6 family member A1
214875_x_at	4.87e-04	4.25e-06	4.814114	4.027424	0.84940178	APLP2	amyloid beta precursor like protein 2
204211_x_at	4.92e-04	4.31e-06	4.8107041	4.014099	1.25748971	EIF2AK2	eukaryotic translation initiation factor 2 alpha kinase 2
211834_s_at	4.92e-04	4.34e-06	-4.8092051	4.008244	-1.51204638	TP63	tumor protein p63
218695_at	4.93e-04	4.39e-06	4.8064089	3.997324	1.59902534	EXOSC4	exosome component 4
220611_at	4.93e-04	4.40e-06	-4.8059686	3.995605	-1.23327257	DAB1	DAB1, reelin adaptor protein
204802_at	4.93e-04	4.41e-06	-4.8051119	3.992261	-1.94657936	RRAD	RRAD, Ras related glycolysis inhibitor and calcium channel regulator
221676_s_at	4.99e-04	4.48e-06	4.801464	3.978025	0.84313659	CORO1C	coronin 1C
50376_at	5.04e-04	4.56e-06	-4.7976244	3.963048	-0.81804137	ZNF444	zinc finger protein 444
214621_at	5.06e-04	4.62e-06	-4.79441	3.950516	-2.19192036	GYS2	glycogen synthase 2
208683_at	5.06e-04	4.62e-06	4.7942673	3.94996	0.37993858	CAPN2	calpain 2
201601_x_at	5.14e-04	4.71e-06	4.7894867	3.931333	0.8241009	IFITM2///IFITM1	interferon induced transmembrane protein 2///interferon induced transmembrane protein 1
216202_s_at	5.15e-04	4.75e-06	4.78774	3.92453	0.95714601	SPTLC2	serine palmitoyltransferase long chain base subunit 2
219356_s_at	5.15e-04	4.77e-06	4.7866424	3.920256	0.86049499	CHMP5	charged multivesicular body protein 5
204174_at	5.22e-04	4.85e-06	4.7824936	3.904108	0.82345759	ALOX5AP	arachidonate 5-lipoxygenase activating protein
219252_s_at	5.30e-04	4.96e-06	-4.7775789	3.88499	-0.80322554	GEMIN8	gem nuclear organelle associated protein 8
214121_x_at	5.38e-04	5.05e-06	4.772976	3.867097	1.92221776	PDLIM7	PDZ and LIM domain 7
AFFX-HUMISGF3A/M97935_MA_at	5.75e-04	5.44e-06	4.7552569	3.798327	1.11527149	STAT1	signal transducer and activator of transcription 1
215399_s_at	5.75e-04	5.45e-06	4.7547782	3.796471	0.49401349	OS9	OS9, endoplasmic reticulum lectin
220692_at	5.90e-04	5.65e-06	-4.7462109	3.763284	-0.71551285		
211729_x_at	5.90e-04	5.66e-06	4.745851	3.761891	0.82209457	BLVRA	biliverdin reductase A
207003_at	5.90e-04	5.69e-06	-4.7443466	3.756068	-1.37818764	GUCA2A	guanylate cyclase activator 2A
212657_s_at	5.90e-04	5.70e-06	4.7441717	3.755391	1.28705336	IL1RN	interleukin 1 receptor antagonist
209977_at	5.95e-04	5.77e-06	-4.7410291	3.743231	-1.50893584	PLG	plasminogen
203782_s_at	6.01e-04	5.86e-06	-4.7373206	3.728889	-0.64374676	POLRMT	RNA polymerase mitochondrial
212244_at	6.05e-04	5.95e-06	-4.7339646	3.715917	-0.6339156	GCOM1///POLR2M	GRINL1A complex locus 1///RNA polymerase II subunit M
201656_at	6.05e-04	5.96e-06	-4.733487	3.714071	-1.02829684	ITGA6	integrin subunit alpha 6
217665_at	6.06e-04	5.99e-06	-4.7320928	3.708684	-0.81778554	ZNF813	zinc finger protein 813
212639_x_at	6.10e-04	6.06e-06	4.7294186	3.698354	0.56391444	TUBA1B	tubulin alpha 1b
216673_at	6.19e-04	6.19e-06	-4.7244364	3.67912	-1.03943174	TTTY1B///TTTY1	testis-specific transcript, Y-linked 1B (non-protein coding)///testis-specific transcript, Y-linked 1 (non-protein coding)
204204_at	6.19e-04	6.22e-06	4.7230748	3.673866	0.94868905	SLC31A2	solute carrier family 31 member 2
213453_x_at	6.19e-04	6.23e-06	4.7226258	3.672133	0.46752409	GAPDH	glyceraldehyde-3-phosphate dehydrogenase
208127_s_at	6.32e-04	6.39e-06	-4.7167492	3.64947	-0.64949313	SOCS5	suppressor of cytokine signaling 5
212239_at	6.37e-04	6.47e-06	-4.7135685	3.637211	-0.77844196	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1
209974_s_at	6.40e-04	6.59e-06	-4.7092168	3.620448	-0.62206719	BUB3	BUB3, mitotic checkpoint protein
217559_at	6.40e-04	6.60e-06	-4.7088402	3.618998	-1.06978294	RPL10L	ribosomal protein L10 like
201812_s_at	6.40e-04	6.63e-06	-4.7077482	3.614794	-0.52496361	C4orf46///TOMM7	chromosome 4 open reading frame 46///translocase of outer mitochondrial membrane 7
208751_at	6.40e-04	6.66e-06	4.7065557	3.610203	0.63187071	NAPA	NSF attachment protein alpha
201590_x_at	6.40e-04	6.67e-06	4.7064893	3.609948	0.61860942	ANXA2	annexin A2
200950_at	6.40e-04	6.70e-06	4.7054237	3.605846	0.44009737	ARPC1A	actin related protein 2/3 complex subunit 1A
214022_s_at	6.40e-04	6.71e-06	4.7050879	3.604554	0.64917536	IFITM1	interferon induced transmembrane protein 1
217347_at	6.44e-04	6.78e-06	-4.7026101	3.59502	-0.69111706		
205308_at	6.57e-04	6.94e-06	-4.6967416	3.572453	-0.68752553	ZC2HC1A	zinc finger C2HC-type containing 1A
206715_at	6.62e-04	7.05e-06	4.6931531	3.558663	0.79862639	TFEC	transcription factor EC
53076_at	6.62e-04	7.05e-06	-4.693021	3.558155	-0.47776498	B4GALT7	beta-1,4-galactosyltransferase 7
