ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
ILMN_1795344	1.82e-09	6.30e-12	9.12	17.04946	1.3479583	GOLIM4	golgi integral membrane protein 4
ILMN_1660663	1.86e-09	6.56e-12	9.10	17.01015	0.8576284		
ILMN_1674811	2.36e-09	8.49e-12	9.03	16.7588	1.8902801	OASL	2'-5'-oligoadenylate synthetase like
ILMN_1718558	2.61e-09	9.57e-12	8.99	16.6412	1.2349845	PARP12	poly(ADP-ribose) polymerase family member 12
ILMN_1695461	2.71e-09	1.01e-11	8.97	16.58795	0.6199837	PTPRA	protein tyrosine phosphatase, receptor type A
ILMN_1892403	2.99e-09	1.14e-11	-8.94	16.47347	-1.0586322	SNORD13	small nucleolar RNA, C/D box 13
ILMN_1704972	3.07e-09	1.19e-11	8.92	16.43098	1.3619742	TRIM5	tripartite motif containing 5
ILMN_1691731	3.77e-09	1.50e-11	8.86	16.20687	1.1509383	PARP14	poly(ADP-ribose) polymerase family member 14
ILMN_1743078	3.77e-09	1.51e-11	-8.85	16.19781	-0.8578783		
ILMN_1758087	4.81e-09	1.96e-11	8.77	15.94321	0.9001571	TAOK1	TAO kinase 1
ILMN_1683792	4.82e-09	2.00e-11	8.77	15.92404	1.7082798	LAP3	leucine aminopeptidase 3
ILMN_1662358	4.96e-09	2.09e-11	8.76	15.88034	1.8902046	MX1	MX dynamin like GTPase 1
ILMN_1779252	4.99e-09	2.14e-11	8.75	15.85923	1.2493026	TRIM22	tripartite motif containing 22
ILMN_1724139	5.91e-09	2.57e-11	8.69	15.67987	0.9450792	TMEM123	transmembrane protein 123
ILMN_1805750	6.28e-09	2.77e-11	8.67	15.60544	2.0573612	IFITM3	interferon induced transmembrane protein 3
ILMN_1666761	6.68e-09	2.99e-11	8.65	15.53011	0.6281045	PPP2R5E	protein phosphatase 2 regulatory subunit B'epsilon
ILMN_1654289	6.70e-09	3.05e-11	8.64	15.51299	0.8096704	ELK1	ELK1, ETS transcription factor
ILMN_1701753	7.53e-09	3.48e-11	8.60	15.38483	0.6464352		
ILMN_1724333	7.78e-09	3.64e-11	8.59	15.33865	1.0210544	TOR1B	torsin family 1 member B
ILMN_1799467	8.48e-09	4.06e-11	8.56	15.23438	1.5834743	SAMD9L	sterile alpha motif domain containing 9 like
ILMN_1690105	8.48e-09	4.09e-11	8.56	15.22571	1.0412506	STAT1	signal transducer and activator of transcription 1
ILMN_1787949	8.69e-09	4.25e-11	-8.54	15.18828	-0.6151586	RPS15A	ribosomal protein S15a
ILMN_1693668	9.60e-09	4.76e-11	8.51	15.07779	1.1014131	WAPL	WAPL cohesin release factor
ILMN_1782385	9.92e-09	5.04e-11	8.49	15.02297	0.6475515	POLR2A	RNA polymerase II subunit A
ILMN_2349061	9.92e-09	5.05e-11	8.49	15.02019	1.445692	IRF7	interferon regulatory factor 7
ILMN_1781373	1.21e-08	6.27e-11	8.43	14.81022	1.4084114	IFIH1	interferon induced with helicase C domain 1
ILMN_1733511	1.22e-08	6.38e-11	8.42	14.79319	0.7894237	GOLGA3	golgin A3
ILMN_1814924	1.35e-08	7.23e-11	8.39	14.67037	1.3597095	NXPE3	neurexophilin and PC-esterase domain family member 3
ILMN_2279339	1.35e-08	7.33e-11	-8.38	14.65738	-0.5744771	WTAP	Wilms tumor 1 associated protein
ILMN_1766713	1.35e-08	7.35e-11	8.38	14.65467	0.7938253	HSPD1	heat shock protein family D (Hsp60) member 1
ILMN_1668634	1.39e-08	7.65e-11	8.37	14.61578	0.6352227	FBXW7	F-box and WD repeat domain containing 7
ILMN_1806017	1.47e-08	8.19e-11	8.35	14.54984	0.4897052	PSME1	proteasome activator subunit 1
ILMN_1707336	1.52e-08	8.55e-11	-8.34	14.50781	-0.6586055	ARPC4	actin related protein 2/3 complex subunit 4
ILMN_1678422	1.71e-08	9.78e-11	8.30	14.37614	1.415256	DHX58	DEXH-box helicase 58
ILMN_1852793	1.72e-08	9.96e-11	-8.29	14.35837	-0.7369755		
ILMN_2404665	1.79e-08	1.05e-10	8.28	14.31134	1.1402997	TRIM5	tripartite motif containing 5
ILMN_1695404	1.83e-08	1.08e-10	8.27	14.2755	1.8834098	LY6E	lymphocyte antigen 6 complex, locus E
ILMN_1669692	1.87e-08	1.12e-10	8.26	14.24463	1.3934233	IKZF3	IKAROS family zinc finger 3
ILMN_1727249	1.93e-08	1.16e-10	8.25	14.2064	1.0596293	FAM21C	family with sequence similarity 21 member C
ILMN_1687768	1.93e-08	1.18e-10	8.24	14.19405	0.8229678	NCOA7	nuclear receptor coactivator 7
ILMN_1765994	2.01e-08	1.25e-10	8.23	14.14073	1.2202418	ZBP1	Z-DNA binding protein 1
ILMN_2148785	2.07e-08	1.29e-10	8.22	14.10384	1.4211223	GBP1	guanylate binding protein 1
ILMN_1806040	2.41e-08	1.52e-10	8.17	13.94426	1.8567112	TYMS	thymidylate synthetase
ILMN_2347798	2.41e-08	1.54e-10	8.16	13.934	2.1158496	IFI6	interferon alpha inducible protein 6
ILMN_2170814	2.41e-08	1.56e-10	8.16	13.92208	3.0209318	LAMP3	lysosomal associated membrane protein 3
ILMN_1729973	2.45e-08	1.60e-10	8.15	13.89701	1.0408429	ZC3HAV1	zinc finger CCCH-type containing, antiviral 1
ILMN_1658995	2.77e-08	1.82e-10	8.12	13.76861	0.9518355	ACOT9	acyl-CoA thioesterase 9
ILMN_2094166	3.04e-08	2.03e-10	8.08	13.66563	0.7907886	CHMP5	charged multivesicular body protein 5
ILMN_1798288	3.04e-08	2.05e-10	8.08	13.65542	0.6418805	MOB3C	MOB kinase activator 3C
ILMN_1753608	3.19e-08	2.17e-10	8.06	13.59974	0.5980244	TMEM131	transmembrane protein 131
ILMN_1742705	3.56e-08	2.45e-10	8.03	13.48214	0.7892971	SLC39A11	solute carrier family 39 member 11
ILMN_1685855	3.89e-08	2.72e-10	8.00	13.37765	0.7210787	UBN2	ubinuclein 2
ILMN_1738243	3.89e-08	2.73e-10	-8.00	13.37321	-0.4191127	RPS29	ribosomal protein S29
ILMN_1769550	3.89e-08	2.75e-10	8.00	13.36888	0.9945844	SLFN5	schlafen family member 5
ILMN_1710726	4.35e-08	3.10e-10	7.96	13.25092	1.0198445	APOBEC3F	apolipoprotein B mRNA editing enzyme catalytic subunit 3F
ILMN_1704290	4.46e-08	3.21e-10	7.95	13.21567	0.9081299	SPTLC2	serine palmitoyltransferase long chain base subunit 2
ILMN_1689327	4.60e-08	3.35e-10	7.94	13.1765	0.4767049		
ILMN_2289093	5.01e-08	3.67e-10	7.91	13.08556	1.0333904	RNF213	ring finger protein 213
ILMN_1745807	5.04e-08	3.74e-10	7.91	13.06895	0.8704499	TMEM62	transmembrane protein 62
ILMN_2150258	5.12e-08	3.82e-10	7.90	13.046	0.5656833	ZFP36L2	ZFP36 ring finger protein like 2
ILMN_2173975	5.16e-08	3.89e-10	7.89	13.02959	1.7152477	RTP4	receptor transporter protein 4
ILMN_1699476	5.71e-08	4.35e-10	7.86	12.92119	0.866334	RPE	ribulose-5-phosphate-3-epimerase
ILMN_2082810	6.08e-08	4.67e-10	7.84	12.85081	0.7600463	BRD7	bromodomain containing 7
ILMN_1723480	6.24e-08	4.83e-10	7.83	12.81739	0.9999262	BST2	bone marrow stromal cell antigen 2
ILMN_1814156	6.28e-08	4.91e-10	7.83	12.80231	0.6664052	PSMB7	proteasome subunit beta 7
ILMN_2339825	6.68e-08	5.28e-10	7.80	12.7303	0.7754841		
ILMN_2373177	6.68e-08	5.31e-10	7.80	12.72515	0.6757686	PANK2	pantothenate kinase 2
ILMN_2404065	6.78e-08	5.43e-10	7.80	12.70359	1.1320444	APP	amyloid beta precursor protein
ILMN_1745374	7.10e-08	5.74e-10	7.78	12.64929	1.1582037	IFI35	interferon induced protein 35
ILMN_2405078	7.26e-08	5.92e-10	7.77	12.61948	0.8168016	OSBPL8	oxysterol binding protein like 8
ILMN_1814787	7.30e-08	6.00e-10	7.77	12.60664	0.7481461	ICA1	islet cell autoantigen 1
ILMN_2342084	7.96e-08	6.60e-10	7.74	12.51406	0.661471	BCAP29	B-cell receptor-associated protein 29
ILMN_1665859	8.41e-08	7.03e-10	7.72	12.45193	0.7160751	RAB27A	RAB27A, member RAS oncogene family
ILMN_1771385	8.96e-08	7.56e-10	7.70	12.38124	1.197137	GBP4	guanylate binding protein 4
ILMN_1798061	8.96e-08	7.61e-10	7.70	12.3745	0.61956	ZFYVE26	zinc finger FYVE-type containing 26
ILMN_1704094	1.03e-07	8.80e-10	7.66	12.23237	0.6628972	PSMA6	proteasome subunit alpha 6
ILMN_1667430	1.10e-07	9.53e-10	7.63	12.15526	0.5894612	DEGS1	delta 4-desaturase, sphingolipid 1
ILMN_1744795	1.22e-07	1.06e-09	-7.60	12.04794	-0.6496215	TBL1X	transducin (beta)-like 1X-linked
ILMN_1654398	1.34e-07	1.17e-09	7.57	11.95232	1.3116515	RGL1	ral guanine nucleotide dissociation stimulator like 1
ILMN_1667068	1.40e-07	1.24e-09	7.56	11.90055	0.5412438	ZC3HAV1	zinc finger CCCH-type containing, antiviral 1
ILMN_1759549	1.45e-07	1.29e-09	7.54	11.85925	0.9541609	SRGAP2	SLIT-ROBO Rho GTPase activating protein 2
ILMN_1697971	1.45e-07	1.31e-09	7.54	11.84573	0.751251	TRIM38	tripartite motif containing 38
ILMN_2069593	1.45e-07	1.31e-09	7.54	11.84144	0.5963671	SCAF11	SR-related CTD associated factor 11
ILMN_1721024	1.46e-07	1.33e-09	7.54	11.82701	0.8320718	SRFBP1	serum response factor binding protein 1
ILMN_1795835	1.70e-07	1.56e-09	-7.49	11.6712	-0.7188413	LINC00936	long intergenic non-protein coding RNA 936
ILMN_1801119	1.70e-07	1.57e-09	7.49	11.66786	0.9114107	BCL2	BCL2, apoptosis regulator
ILMN_1772113	1.70e-07	1.58e-09	7.49	11.6625	0.7428154	U2AF1	U2 small nuclear RNA auxiliary factor 1
ILMN_2248970	1.80e-07	1.69e-09	7.47	11.598	1.7220108	OAS2	2'-5'-oligoadenylate synthetase 2
ILMN_1774860	1.85e-07	1.74e-09	7.46	11.56559	0.6239626	UTP23	UTP23, small subunit processome component
ILMN_1721316	1.86e-07	1.77e-09	7.45	11.5525	0.9703257	TNFRSF10A	TNF receptor superfamily member 10a
ILMN_1678831	2.15e-07	2.06e-09	7.41	11.40479	1.0591677	GCC2	GRIP and coiled-coil domain containing 2
ILMN_1669553	2.15e-07	2.08e-09	7.41	11.39474	0.5678159	UBE2E3	ubiquitin conjugating enzyme E2 E3
ILMN_1703617	2.30e-07	2.24e-09	-7.39	11.32264	-0.699448	AHSA1	activator of Hsp90 ATPase activity 1
ILMN_1744713	2.35e-07	2.29e-09	7.38	11.29749	0.6830687	PARK7	Parkinsonism associated deglycase
ILMN_1690921	2.36e-07	2.32e-09	7.37	11.28575	0.9044603	STAT2	signal transducer and activator of transcription 2
ILMN_1790533	2.60e-07	2.58e-09	7.34	11.18188	0.864877	PHACTR2	phosphatase and actin regulator 2
ILMN_1732705	2.76e-07	2.76e-09	7.33	11.11854	0.6459302	HCFC1	host cell factor C1
ILMN_1726786	2.93e-07	2.94e-09	-7.31	11.05415	-0.5547326	TNRC6B	trinucleotide repeat containing 6B
ILMN_2090105	2.97e-07	3.00e-09	-7.30	11.03452	-0.7813946	TAGLN2	transgelin 2
ILMN_1690325	3.04e-07	3.09e-09	7.29	11.00546	0.8424683	NFYA	nuclear transcription factor Y subunit alpha
ILMN_1787509	3.19e-07	3.27e-09	7.28	10.95131	0.9822977	HELZ2	helicase with zinc finger 2
ILMN_2300695	3.28e-07	3.38e-09	7.27	10.91882	1.5952541	IKZF3	IKAROS family zinc finger 3
ILMN_1672753	3.35e-07	3.48e-09	7.26	10.89096	0.8772614	FAM21C	family with sequence similarity 21 member C
ILMN_1674780	3.35e-07	3.51e-09	7.26	10.8833	0.6640881	SF3B1	splicing factor 3b subunit 1
ILMN_1751941	3.35e-07	3.53e-09	7.25	10.87794	0.6609253		
ILMN_1761996	3.42e-07	3.63e-09	-7.25	10.85081	-0.7829601	SRSF5	serine and arginine rich splicing factor 5
ILMN_1718815	3.73e-07	4.00e-09	7.22	10.75611	0.93931	SLTM	SAFB like transcription modulator
ILMN_1810608	3.73e-07	4.00e-09	7.22	10.75464	1.1222046	PNPT1	polyribonucleotide nucleotidyltransferase 1
ILMN_2202481	3.82e-07	4.13e-09	7.21	10.7246	0.7375449	UBLCP1	ubiquitin like domain containing CTD phosphatase 1
ILMN_1804562	4.08e-07	4.45e-09	7.19	10.65102	0.6766592	SLC31A1	solute carrier family 31 member 1
ILMN_1696654	4.08e-07	4.46e-09	7.19	10.64908	1.4199598	IFIT5	interferon induced protein with tetratricopeptide repeats 5
ILMN_1778599	4.12e-07	4.53e-09	7.18	10.63316	0.8582304	SP140	SP140 nuclear body protein
ILMN_2167922	4.19e-07	4.63e-09	7.18	10.61135	0.5264994	TRMT5	tRNA methyltransferase 5
ILMN_2055760	4.22e-07	4.70e-09	7.17	10.59693	0.5943328	LNPK	lunapark, ER junction formation factor
ILMN_1776723	4.62e-07	5.18e-09	7.14	10.50272	0.634909	PHF11	PHD finger protein 11
ILMN_2233783	4.64e-07	5.24e-09	7.14	10.49215	1.9860441	CD38	CD38 molecule
ILMN_1713542	4.85e-07	5.50e-09	7.13	10.4438	0.9679313	TRIM14	tripartite motif containing 14
ILMN_1768101	4.92e-07	5.62e-09	-7.12	10.42396	-1.3087283	HOXB6	homeobox B6
ILMN_2228044	5.11e-07	5.87e-09	7.11	10.38112	0.6584535	TBC1D23	TBC1 domain family member 23
ILMN_1900661	5.51e-07	6.36e-09	7.08	10.30228	0.6522121		
ILMN_2286800	5.52e-07	6.41e-09	7.08	10.29465	0.7387555	DNM1L	dynamin 1 like
ILMN_1773247	5.56e-07	6.50e-09	7.08	10.28098	0.4955554	ZNF410	zinc finger protein 410
ILMN_2242403	5.72e-07	6.73e-09	7.07	10.24775	0.6681351	DGUOK	deoxyguanosine kinase
ILMN_1858599	5.82e-07	6.87e-09	7.06	10.2267	0.8392877	RBM43	RNA binding motif protein 43
ILMN_2415144	6.16e-07	7.33e-09	7.04	10.16421	0.6610428	SP110	SP110 nuclear body protein
ILMN_2095820	6.20e-07	7.41e-09	7.04	10.15367	0.6506793	UTP14A	UTP14A small subunit processome component
ILMN_1716004	6.50e-07	7.83e-09	7.02	10.09981	0.7102397	NSUN4	NOP2/Sun RNA methyltransferase family member 4
ILMN_1719611	6.50e-07	7.86e-09	7.02	10.09605	0.8644709	CCT6A	chaperonin containing TCP1 subunit 6A
ILMN_1797001	6.67e-07	8.11e-09	7.01	10.06574	1.0486308	DDX58	DEXD/H-box helicase 58
ILMN_1769473	6.87e-07	8.40e-09	7.00	10.03151	0.5338591	SETD2	SET domain containing 2
ILMN_2331636	6.97e-07	8.57e-09	7.00	10.01125	0.670601	ACACA	acetyl-CoA carboxylase alpha
ILMN_1676899	7.40e-07	9.16e-09	6.98	9.94716	0.668298	YEATS2	YEATS domain containing 2
ILMN_2284706	7.41e-07	9.22e-09	6.98	9.94059	0.8805717	PHF11	PHD finger protein 11
ILMN_1768470	7.42e-07	9.28e-09	6.98	9.9343	0.5709059	EIF4G1	eukaryotic translation initiation factor 4 gamma 1
ILMN_1713668	7.47e-07	9.39e-09	6.97	9.92239	0.6447563	TSNAX	translin associated factor X
ILMN_1776052	8.13e-07	1.03e-08	6.95	9.83164	0.4388861		
ILMN_2340052	8.13e-07	1.03e-08	6.95	9.82994	0.6617673	NCOR2	nuclear receptor corepressor 2
ILMN_1782487	8.19e-07	1.05e-08	6.94	9.81703	1.371289	GBP1P1	guanylate binding protein 1 pseudogene 1
ILMN_1701455	8.22e-07	1.06e-08	6.94	9.80787	0.983458	FBXO6	F-box protein 6
ILMN_1744914	8.23e-07	1.06e-08	6.94	9.80269	0.6452665	FUCA2	fucosidase, alpha-L- 2, plasma
ILMN_1668469	8.35e-07	1.08e-08	6.93	9.78256	0.5662201	KIAA0922	KIAA0922
ILMN_2340217	9.07e-07	1.18e-08	6.91	9.69756	0.6042366	PTPRC	protein tyrosine phosphatase, receptor type C
ILMN_1726574	9.21e-07	1.21e-08	6.90	9.6768	0.7311075	CACYBP	calcyclin binding protein
ILMN_1663616	9.64e-07	1.28e-08	6.88	9.61934	0.6911132	DNAJC7	DnaJ heat shock protein family (Hsp40) member C7
ILMN_2224907	9.64e-07	1.28e-08	6.88	9.619	0.5442851	SMIM14	small integral membrane protein 14
ILMN_1749218	9.64e-07	1.29e-08	-6.88	9.61377	-0.599613	TOPORS	TOP1 binding arginine/serine rich protein
ILMN_1785177	9.64e-07	1.29e-08	6.88	9.60976	0.6333588	DNAJC14	DnaJ heat shock protein family (Hsp40) member C14
ILMN_1696420	9.64e-07	1.30e-08	6.88	9.60771	0.6302666	BRD7	bromodomain containing 7
ILMN_2109197	9.96e-07	1.35e-08	6.87	9.57041	1.0523288	EPB41L3	erythrocyte membrane protein band 4.1 like 3
ILMN_1798454	9.97e-07	1.36e-08	6.87	9.56468	0.6871872	MAD2L1BP	MAD2L1 binding protein
ILMN_1681984	1.09e-06	1.49e-08	6.84	9.4748	0.6248351		
ILMN_1739450	1.15e-06	1.57e-08	6.82	9.41977	0.5904951	NFE2L1	nuclear factor, erythroid 2 like 1
ILMN_1807106	1.21e-06	1.67e-08	6.81	9.3627	0.567273	LDHA	lactate dehydrogenase A
ILMN_1659857	1.22e-06	1.69e-08	6.80	9.34871	0.7941399	SNAP29	synaptosome associated protein 29
ILMN_1673185	1.22e-06	1.70e-08	6.80	9.34568	0.9666053	CPSF2	cleavage and polyadenylation specific factor 2
ILMN_1731224	1.26e-06	1.76e-08	6.79	9.30747	0.9386258	PARP9	poly(ADP-ribose) polymerase family member 9
ILMN_1767006	1.29e-06	1.81e-08	6.78	9.28212	0.5169354	PSMB8	proteasome subunit beta 8
ILMN_1742824	1.30e-06	1.84e-08	6.78	9.26761	0.6711178	SPATA13	spermatogenesis associated 13
ILMN_1793220	1.30e-06	1.84e-08	6.78	9.26633	0.9587665	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
ILMN_2053527	1.42e-06	2.02e-08	6.75	9.17464	1.0939074	PARP9	poly(ADP-ribose) polymerase family member 9
ILMN_1779828	1.43e-06	2.05e-08	6.75	9.16219	0.822784	EDEM1	ER degradation enhancing alpha-mannosidase like protein 1
ILMN_2381758	1.51e-06	2.18e-08	6.73	9.10226	0.6712882	G3BP2	G3BP stress granule assembly factor 2
ILMN_1684873	1.52e-06	2.21e-08	6.73	9.08948	0.7110126	ARSD	arylsulfatase D
ILMN_2371379	1.56e-06	2.26e-08	6.72	9.06443	0.4884718	ACLY	ATP citrate lyase
ILMN_1710937	1.57e-06	2.29e-08	6.72	9.05392	0.7669203	IFI16	interferon gamma inducible protein 16
ILMN_1823128	1.69e-06	2.49e-08	-6.69	8.97147	-0.9793065		
ILMN_1814305	1.69e-06	2.49e-08	6.69	8.97126	0.8386609	SAMD9	sterile alpha motif domain containing 9
ILMN_1732534	1.70e-06	2.53e-08	6.69	8.95653	0.7288769	CHMP5	charged multivesicular body protein 5
ILMN_1729374	1.70e-06	2.54e-08	6.69	8.9534	0.6164859	ETFB	electron transfer flavoprotein beta subunit
ILMN_1681301	1.74e-06	2.61e-08	6.68	8.92435	1.0491625	AIM2	absent in melanoma 2
ILMN_1660125	1.74e-06	2.62e-08	6.68	8.9222	1.3714153	SFMBT2	Scm-like with four mbt domains 2
ILMN_1787844	1.74e-06	2.65e-08	6.67	8.91151	1.0193752	MYDGF	myeloid derived growth factor
ILMN_1814194	1.74e-06	2.65e-08	6.67	8.9093	0.8384369	TCF4	transcription factor 4
ILMN_2362368	1.74e-06	2.65e-08	6.67	8.90895	0.9903987	U2AF1	U2 small nuclear RNA auxiliary factor 1
ILMN_1703263	1.75e-06	2.68e-08	6.67	8.89892	0.950382	SP140	SP140 nuclear body protein
ILMN_2330307	1.84e-06	2.83e-08	6.66	8.84812	0.8541957	SLC43A3	solute carrier family 43 member 3
ILMN_1747744	1.85e-06	2.85e-08	6.65	8.83872	0.7763066	LHFPL2	lipoma HMGIC fusion partner-like 2
ILMN_1786612	1.89e-06	2.92e-08	6.65	8.81586	0.8644895	PSME2	proteasome activator subunit 2
ILMN_1814726	1.91e-06	2.97e-08	6.64	8.7999	0.6855977	SCARB2	scavenger receptor class B member 2
ILMN_1709101	1.96e-06	3.06e-08	6.63	8.77099	0.6253076		
ILMN_1760575	1.98e-06	3.11e-08	6.63	8.75464	0.8398839	PTP4A1	protein tyrosine phosphatase type IVA, member 1
ILMN_1724837	2.00e-06	3.16e-08	6.62	8.73739	0.6329742	ZC3HAV1	zinc finger CCCH-type containing, antiviral 1
ILMN_1814619	2.00e-06	3.17e-08	6.62	8.73675	0.7159432	ZNF33A	zinc finger protein 33A
ILMN_1775692	2.04e-06	3.25e-08	6.62	8.71189	0.5691578	EIF4G3	eukaryotic translation initiation factor 4 gamma 3
ILMN_1691436	2.05e-06	3.27e-08	6.61	8.70674	1.0420281	BLVRA	biliverdin reductase A
ILMN_1719606	2.09e-06	3.36e-08	6.61	8.67975	0.4241585		
ILMN_1710268	2.09e-06	3.37e-08	-6.61	8.67674	-1.2159851	ZNF385D	zinc finger protein 385D
ILMN_1764794	2.17e-06	3.51e-08	6.59	8.6369	0.6187611	PSMB2	proteasome subunit beta 2
ILMN_1798181	2.18e-06	3.53e-08	6.59	8.6301	1.0268922	IRF7	interferon regulatory factor 7
ILMN_1751368	2.20e-06	3.59e-08	6.59	8.6159	0.7520496	HNRNPD	heterogeneous nuclear ribonucleoprotein D
ILMN_1720083	2.24e-06	3.67e-08	6.58	8.59255	0.6343785	EHD4	EH domain containing 4
