ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol
205064_at	1.95e-16	2.23e-19	1.40e+01	33.837863	3.50	SPRR1B
204616_at	1.95e-16	2.25e-19	1.39e+01	33.826782	1.76	UCHL3
204638_at	2.81e-16	3.30e-19	1.38e+01	33.452658	2.19	ACP5
235117_at	2.81e-16	3.34e-19	1.38e+01	33.441871	2.51	CHAC2
223880_x_at	2.84e-16	3.42e-19	1.38e+01	33.416748	1.44	TGIF2-C20orf24///C20orf24
222876_s_at	3.16e-16	3.88e-19	1.38e+01	33.294617	2.86	ADAP2
215111_s_at	3.26e-16	4.06e-19	-1.38e+01	33.248649	-1.79	TSC22D1
223480_s_at	3.26e-16	4.12e-19	1.37e+01	33.235452	1.22	MRPL47
204393_s_at	3.61e-16	4.62e-19	1.37e+01	33.123995	2.76	ACPP
217835_x_at	3.66e-16	4.76e-19	1.37e+01	33.093983	1.41	TGIF2-C20orf24///C20orf24
217845_x_at	3.71e-16	4.88e-19	1.37e+01	33.069364	1.28	HIGD1A
235113_at	3.97e-16	5.30e-19	1.37e+01	32.988734	1.71	LRR1
217388_s_at	4.26e-16	5.80e-19	1.36e+01	32.900496	4.62	KYNU
210638_s_at	4.26e-16	5.85e-19	1.36e+01	32.892316	1.49	FBXO9
37152_at	5.13e-16	7.13e-19	1.36e+01	32.697651	1.73	PPARD
201955_at	5.15e-16	7.26e-19	1.36e+01	32.68052	8.22e-01	CCNC
210652_s_at	5.34e-16	7.62e-19	1.35e+01	32.63246	2.63	TTC39A
202595_s_at	5.44e-16	7.87e-19	1.35e+01	32.601844	1.51	LEPROTL1
219680_at	5.76e-16	8.42e-19	1.35e+01	32.534925	1.85	NLRX1
201745_at	6.36e-16	9.42e-19	1.35e+01	32.425562	9.58e-01	TWF1
216379_x_at	6.37e-16	9.62e-19	1.35e+01	32.404404	2.29	CD24
209771_x_at	6.37e-16	9.73e-19	1.35e+01	32.393642	2.17	CD24
204162_at	6.37e-16	9.78e-19	1.35e+01	32.388111	2.58	NDC80
211758_x_at	7.54e-16	1.17e-18	1.34e+01	32.21139	1.21	TXNDC9
211762_s_at	7.86e-16	1.24e-18	1.34e+01	32.158539	1.66	KPNA2
202345_s_at	7.91e-16	1.26e-18	1.34e+01	32.140684	2.41	FABP5
221779_at	9.66e-16	1.56e-18	1.33e+01	31.933959	1.74	MICALL1
1555404_a_at	9.83e-16	1.60e-18	1.33e+01	31.90592	1.68	DUOXA1
216470_x_at	9.89e-16	1.63e-18	1.33e+01	31.888954	2.24	PRSS2
225297_at	9.97e-16	1.66e-18	1.33e+01	31.870252	1.04	HAUS1
1555832_s_at	1.00e-15	1.69e-18	-1.33e+01	31.852635	-1.44	KLF6
213421_x_at	1.08e-15	1.84e-18	1.33e+01	31.770981	2.81	PRSS3
55081_at	1.12e-15	1.93e-18	1.32e+01	31.724353	1.77	MICALL1
221107_at	1.17e-15	2.03e-18	1.32e+01	31.671595	3.27	CHRNA9
224376_s_at	1.21e-15	2.12e-18	1.32e+01	31.629348	1.55	TGIF2-C20orf24///C20orf24
232074_at	1.23e-15	2.18e-18	1.32e+01	31.602154	4.12	PRSS27
237120_at	1.35e-15	2.43e-18	-1.32e+01	31.498137	-4.27	KRT77
207463_x_at	1.45e-15	2.63e-18	1.31e+01	31.418701	3.00	PRSS3
227935_s_at	1.52e-15	2.78e-18	1.31e+01	31.36603	2.22	PCGF5
266_s_at	1.53e-15	2.82e-18	1.31e+01	31.349849	2.24	CD24
204527_at	1.56e-15	2.90e-18	1.31e+01	31.322614	1.71	MYO5A
221234_s_at	1.58e-15	2.97e-18	-1.31e+01	31.298829	-1.81	BACH2
203008_x_at	1.81e-15	3.45e-18	1.31e+01	31.153576	1.21	TXNDC9
204767_s_at	1.85e-15	3.56e-18	1.30e+01	31.122432	1.38	FEN1
224606_at	1.89e-15	3.65e-18	-1.30e+01	31.09607	-1.59	KLF6
209124_at	1.96e-15	3.84e-18	1.30e+01	31.046534	1.33	MYD88
201202_at	2.22e-15	4.38e-18	1.30e+01	30.917621	1.51	PCNA
244692_at	2.55e-15	5.08e-18	1.29e+01	30.77348	2.67	CYP4F22
214179_s_at	2.56e-15	5.15e-18	-1.29e+01	30.760369	-1.15	NFE2L1
223694_at	2.77e-15	5.61e-18	1.29e+01	30.674919	1.88	TRIM7
220944_at	2.77e-15	5.67e-18	1.29e+01	30.665932	2.50	PGLYRP4
213088_s_at	2.77e-15	5.78e-18	1.29e+01	30.645498	1.24	DNAJC9
219555_s_at	2.77e-15	5.80e-18	1.29e+01	30.642777	2.60	CENPN
211361_s_at	2.77e-15	5.83e-18	1.29e+01	30.637348	3.31	SERPINB13
207540_s_at	2.80e-15	5.95e-18	1.29e+01	30.618284	1.47	SYK
209104_s_at	2.98e-15	6.37e-18	1.29e+01	30.550872	9.45e-01	NHP2
213571_s_at	3.14e-15	6.79e-18	1.28e+01	30.488742	9.26e-01	EIF4E2
227570_at	3.17e-15	6.91e-18	1.28e+01	30.471075	2.75	TMEM86A
222750_s_at	3.21e-15	7.04e-18	1.28e+01	30.452339	2.01	SRD5A3
227814_at	3.24e-15	7.18e-18	1.28e+01	30.434037	1.37	WDR53
218312_s_at	3.43e-15	7.65e-18	-1.28e+01	30.371319	-2.33	ZSCAN18
227410_at	3.46e-15	7.78e-18	1.28e+01	30.354065	2.11	FAM43A
201041_s_at	3.66e-15	8.32e-18	-1.28e+01	30.288731	-2.83	DUSP1
1554408_a_at	3.66e-15	8.43e-18	1.28e+01	30.276319	3.17	TK1
219212_at	3.66e-15	8.43e-18	1.28e+01	30.275478	1.26	HSPA14
206170_at	3.66e-15	8.50e-18	-1.28e+01	30.268252	-3.56	ADRB2
220249_at	3.67e-15	8.60e-18	1.28e+01	30.256624	3.20	HYAL4
206008_at	3.84e-15	9.12e-18	1.27e+01	30.198056	3.14	TGM1
225099_at	3.84e-15	9.17e-18	1.27e+01	30.192776	2.19	FBXO45
224571_at	3.84e-15	9.20e-18	-1.27e+01	30.190452	-1.41	IRF2BP2
228069_at	3.85e-15	9.31e-18	1.27e+01	30.17869	2.38	MTFR2
201274_at	3.86e-15	9.38e-18	1.27e+01	30.171196	1.24	PSMA5
225252_at	4.54e-15	1.11e-17	1.27e+01	30.002418	1.84	SRXN1
215017_s_at	4.80e-15	1.18e-17	-1.27e+01	29.941706	-2.01	FNBP1L
231948_s_at	5.20e-15	1.29e-17	1.26e+01	29.854902	1.34	UBE2F
227866_at	5.86e-15	1.47e-17	-1.26e+01	29.731166	-2.46	TIAM2
215395_x_at	6.99e-15	1.76e-17	1.25e+01	29.550582	1.96	PRSS3P2
207098_s_at	7.18e-15	1.83e-17	1.25e+01	29.516972	1.18	MFN1
223032_x_at	7.72e-15	1.98e-17	1.25e+01	29.438543	1.44	PRELID1
214375_at	8.52e-15	2.20e-17	-1.25e+01	29.335351	-3.08	PPFIBP1
231211_s_at	9.23e-15	2.40e-17	1.24e+01	29.24908	2.44	YIF1B
222809_x_at	9.74e-15	2.55e-17	1.24e+01	29.189417	1.67	CCDC85C
201532_at	1.14e-14	3.01e-17	1.24e+01	29.025327	1.39	PSMA3
223658_at	1.17e-14	3.11e-17	1.24e+01	28.994229	1.60	KCNK6
210663_s_at	1.25e-14	3.35e-17	1.23e+01	28.920656	4.18	KYNU
226177_at	1.31e-14	3.53e-17	1.23e+01	28.868057	1.30	GLTP
223086_x_at	1.38e-14	3.75e-17	1.23e+01	28.810705	9.37e-01	MRPL51
220013_at	1.51e-14	4.13e-17	1.23e+01	28.715146	1.98	EPHX3
217272_s_at	1.52e-14	4.17e-17	1.23e+01	28.704953	3.72	SERPINB13
204971_at	1.55e-14	4.27e-17	1.23e+01	28.681212	1.38	CSTA
203964_at	1.56e-14	4.34e-17	1.23e+01	28.665347	1.83	NMI
212531_at	1.73e-14	4.84e-17	1.22e+01	28.559672	5.49	LCN2
222223_s_at	1.78e-14	5.03e-17	1.22e+01	28.520769	2.85	IL36RN
222838_at	1.78e-14	5.06e-17	1.22e+01	28.515862	2.57	SLAMF7
202869_at	1.78e-14	5.09e-17	1.22e+01	28.509888	3.31	OAS1
1559399_s_at	1.79e-14	5.14e-17	1.22e+01	28.499614	1.86	ZCCHC10
228974_at	1.91e-14	5.52e-17	-1.22e+01	28.429817	-2.30	ZNF677
236471_at	1.93e-14	5.62e-17	1.22e+01	28.412122	1.59	NFE2L3
224511_s_at	1.97e-14	5.78e-17	1.22e+01	28.384999	1.60	TXNDC17
208708_x_at	2.07e-14	6.10e-17	1.21e+01	28.33101	1.67	EIF5
219132_at	2.08e-14	6.17e-17	-1.21e+01	28.319856	-2.06	PELI2
236119_s_at	2.08e-14	6.19e-17	1.21e+01	28.317382	5.25	SPRR2G
201760_s_at	2.35e-14	7.05e-17	1.21e+01	28.188577	1.17	WSB2
202503_s_at	2.68e-14	8.11e-17	1.21e+01	28.051217	3.63	KIAA0101
217954_s_at	2.68e-14	8.13e-17	-1.21e+01	28.048872	-1.32	PHF3
215380_s_at	2.79e-14	8.51e-17	1.20e+01	28.003359	1.67	GGCT
224329_s_at	2.81e-14	8.63e-17	1.20e+01	27.989836	3.21	CNFN
232682_at	3.09e-14	9.56e-17	1.20e+01	27.889621	2.44	MREG
212330_at	3.19e-14	9.93e-17	1.20e+01	27.852047	1.36	TFDP1
1569555_at	3.19e-14	9.97e-17	1.20e+01	27.847639	2.74	GDA
219546_at	3.20e-14	1.01e-16	1.20e+01	27.836603	1.20	BMP2K
225538_at	3.20e-14	1.01e-16	1.20e+01	27.833924	8.69e-01	ZCCHC9
213599_at	3.24e-14	1.03e-16	1.20e+01	27.813959	2.15	OIP5
232082_x_at	3.28e-14	1.05e-16	1.20e+01	27.796731	4.70	SPRR3
209125_at	3.32e-14	1.07e-16	1.20e+01	27.778398	3.65	KRT6A
238651_at	3.49e-14	1.13e-16	-1.20e+01	27.724957	-2.27	
202868_s_at	3.50e-14	1.14e-16	1.20e+01	27.717009	9.66e-01	POP4
45633_at	3.53e-14	1.16e-16	1.20e+01	27.701328	1.65	GINS3
213598_at	3.60e-14	1.19e-16	1.19e+01	27.677033	1.13	
236840_at	3.79e-14	1.25e-16	1.19e+01	27.622915	2.12	C12orf56
204730_at	3.87e-14	1.29e-16	1.19e+01	27.595166	2.76	RIMS3
214374_s_at	4.10e-14	1.37e-16	-1.19e+01	27.533968	-2.46	PPFIBP1
202724_s_at	4.54e-14	1.53e-16	-1.19e+01	27.428072	-1.58	FOXO1
212833_at	4.86e-14	1.64e-16	1.18e+01	27.355613	1.21	SLC25A46
201464_x_at	4.93e-14	1.68e-16	-1.18e+01	27.335659	-2.63	JUN
218166_s_at	5.06e-14	1.73e-16	-1.18e+01	27.30544	-1.89	RSF1
240303_at	5.54e-14	1.90e-16	1.18e+01	27.211777	3.29	TMC5
219316_s_at	5.70e-14	1.97e-16	1.18e+01	27.178393	1.75	FLVCR2
206632_s_at	5.82e-14	2.02e-16	1.18e+01	27.15248	3.10	APOBEC3B
205783_at	5.89e-14	2.06e-16	1.18e+01	27.134264	4.49	KLK13
202095_s_at	6.44e-14	2.26e-16	1.17e+01	27.042317	2.75	BIRC5
223278_at	6.67e-14	2.36e-16	1.17e+01	27.002017	3.28	GJB2
214960_at	6.87e-14	2.44e-16	1.17e+01	26.968347	1.43	API5
219648_at	7.23e-14	2.59e-16	1.17e+01	26.906934	1.75	MREG
225787_at	7.23e-14	2.61e-16	1.17e+01	26.902609	1.47	UBE2F
235609_at	7.23e-14	2.61e-16	1.17e+01	26.902483	2.14	BRIP1
204825_at	7.98e-14	2.89e-16	1.17e+01	26.800927	2.41	MELK
212099_at	8.12e-14	2.96e-16	-1.17e+01	26.778725	-2.61	RHOB
207655_s_at	8.21e-14	3.00e-16	1.17e+01	26.762843	1.68	BLNK
211458_s_at	8.25e-14	3.03e-16	-1.17e+01	26.752784	-2.00	GABARAPL3///GABARAPL1
238967_at	9.28e-14	3.43e-16	-1.16e+01	26.632947	-2.32	
201465_s_at	9.30e-14	3.46e-16	-1.16e+01	26.622712	-3.29	JUN
209772_s_at	9.30e-14	3.47e-16	1.16e+01	26.620814	3.57	CD24
219695_at	9.33e-14	3.50e-16	1.16e+01	26.61303	2.22	SMPD3
201023_at	9.35e-14	3.52e-16	-1.16e+01	26.605449	-9.83e-01	TAF7
242712_x_at	9.48e-14	3.61e-16	-1.16e+01	26.582557	-2.43	RGPD2///RGPD6///RGPD8///RGPD3///RGPD1///RGPD4///RGPD5///RANBP2
214710_s_at	9.48e-14	3.62e-16	1.16e+01	26.57857	3.20	CCNB1
217868_s_at	9.48e-14	3.63e-16	1.16e+01	26.574915	6.96e-01	METTL9
208805_at	9.48e-14	3.64e-16	1.16e+01	26.573186	9.73e-01	KIAA0391///PSMA6
233952_s_at	9.55e-14	3.68e-16	-1.16e+01	26.561597	-1.59	ZBTB21
218719_s_at	9.55e-14	3.70e-16	1.16e+01	26.556551	1.89	GINS3
204976_s_at	9.56e-14	3.72e-16	1.16e+01	26.551473	1.57	AMMECR1
217047_s_at	9.83e-14	3.85e-16	-1.16e+01	26.519162	-2.18	FAM13A
213696_s_at	1.04e-13	4.11e-16	1.16e+01	26.454653	1.57	MED8
201199_s_at	1.05e-13	4.14e-16	1.16e+01	26.446317	9.02e-01	PSMD1
224779_s_at	1.06e-13	4.20e-16	1.16e+01	26.431972	9.38e-01	FAM96A
208968_s_at	1.06e-13	4.21e-16	1.16e+01	26.430778	9.06e-01	CIAPIN1
1564063_a_at	1.06e-13	4.27e-16	1.16e+01	26.417254	1.52	ATP11B
217593_at	1.06e-13	4.27e-16	-1.16e+01	26.415985	-1.47	ZSCAN18
205514_at	1.06e-13	4.28e-16	-1.16e+01	26.413333	-1.85	ZNF415
210589_s_at	1.07e-13	4.35e-16	1.15e+01	26.397154	1.87	GBAP1
214580_x_at	1.07e-13	4.37e-16	1.15e+01	26.393015	3.62	KRT6C///KRT6B///KRT6A
200750_s_at	1.07e-13	4.39e-16	1.15e+01	26.389701	1.36	RAN
210357_s_at	1.10e-13	4.54e-16	1.15e+01	26.355659	1.97	SMOX
202917_s_at	1.10e-13	4.55e-16	1.15e+01	26.353731	4.95	S100A8
200759_x_at	1.14e-13	4.74e-16	-1.15e+01	26.31277	-9.43e-01	NFE2L1
230815_at	1.17e-13	4.88e-16	-1.15e+01	26.285695	-2.38	LOC389765
227211_at	1.17e-13	4.89e-16	1.15e+01	26.283352	1.62	PHF19
226547_at	1.18e-13	4.96e-16	-1.15e+01	26.268758	-9.99e-01	KAT6A
203746_s_at	1.18e-13	4.97e-16	1.15e+01	26.266654	1.20	HCCS
218830_at	1.19e-13	5.03e-16	1.15e+01	26.255095	1.10	RPL26L1
213234_at	1.32e-13	5.63e-16	-1.15e+01	26.144498	-1.89	FAM234B
238559_at	1.32e-13	5.66e-16	1.15e+01	26.138722	1.99	LOC101927402
204702_s_at	1.32e-13	5.68e-16	1.15e+01	26.135359	1.71	NFE2L3
217995_at	1.33e-13	5.75e-16	1.15e+01	26.122919	1.25	SQRDL
209969_s_at	1.33e-13	5.77e-16	1.15e+01	26.119711	3.14	STAT1
208674_x_at	1.33e-13	5.79e-16	1.15e+01	26.115739	7.41e-01	DDOST
228019_s_at	1.40e-13	6.12e-16	1.14e+01	26.061359	1.37	MRPS18C
221746_at	1.50e-13	6.56e-16	1.14e+01	25.99283	8.94e-01	UBL4A
219371_s_at	1.50e-13	6.62e-16	-1.14e+01	25.983808	-2.30	KLF2
203362_s_at	1.51e-13	6.67e-16	1.14e+01	25.976821	2.04	MAD2L1
213857_s_at	1.55e-13	6.89e-16	1.14e+01	25.945636	1.44	CD47
205681_at	1.55e-13	6.90e-16	1.14e+01	25.94363	2.39	BCL2A1
214838_at	1.56e-13	6.99e-16	1.14e+01	25.930437	1.74	SFT2D2
218532_s_at	1.56e-13	7.01e-16	-1.14e+01	25.927805	-1.78	FAM134B
221230_s_at	1.58e-13	7.12e-16	-1.14e+01	25.912488	-8.30e-01	ARID4B
215947_s_at	1.58e-13	7.15e-16	1.14e+01	25.908695	9.91e-01	LOC100287852///FAM136A
202973_x_at	1.63e-13	7.47e-16	-1.14e+01	25.865975	-2.25	FAM13A
1554648_a_at	1.63e-13	7.47e-16	1.14e+01	25.865082	1.72	DUOXA1
235678_at	1.64e-13	7.52e-16	1.14e+01	25.858742	1.71	GM2A
235068_at	1.67e-13	7.75e-16	1.14e+01	25.829629	2.40	ZDHHC21
203764_at	1.67e-13	7.75e-16	1.14e+01	25.829374	2.97	DLGAP5
1558292_s_at	1.72e-13	8.02e-16	1.14e+01	25.79608	1.22	PIGW
222881_at	1.72e-13	8.05e-16	1.14e+01	25.791636	2.35	HPSE
212558_at	1.72e-13	8.09e-16	-1.14e+01	25.786792	-2.14	SPRY1
213513_x_at	1.72e-13	8.09e-16	1.14e+01	25.786517	5.87e-01	ARPC2
237301_at	1.72e-13	8.12e-16	-1.14e+01	25.783504	-1.68	
202972_s_at	1.76e-13	8.35e-16	-1.14e+01	25.755419	-3.02	FAM13A
206643_at	1.81e-13	8.58e-16	1.13e+01	25.728594	3.56	HAL
219956_at	1.84e-13	8.76e-16	1.13e+01	25.70857	3.20	GALNT6
216258_s_at	1.85e-13	8.90e-16	1.13e+01	25.692789	3.95	SERPINB13
206653_at	1.85e-13	8.92e-16	1.13e+01	25.691237	2.18	POLR3G
239903_at	1.88e-13	9.05e-16	1.13e+01	25.67611	1.48	TPBG
223220_s_at	1.89e-13	9.18e-16	1.13e+01	25.662275	2.55	PARP9
223298_s_at	1.90e-13	9.22e-16	1.13e+01	25.65769	1.79	NT5C3A
204385_at	1.97e-13	9.64e-16	1.13e+01	25.614688	3.23	KYNU
213796_at	2.00e-13	9.79e-16	1.13e+01	25.598856	3.90	SPRR1A
204747_at	2.02e-13	9.97e-16	1.13e+01	25.58069	2.73	IFIT3
218235_s_at	2.02e-13	9.98e-16	1.13e+01	25.580567	1.07	UTP11
202753_at	2.03e-13	1.01e-15	1.13e+01	25.572405	9.64e-01	PSMD6
244677_at	2.14e-13	1.07e-15	-1.13e+01	25.515703	-3.89	MIR6883///PER1
201762_s_at	2.16e-13	1.08e-15	1.13e+01	25.501551	1.67	MIR7703///PSME2
203022_at	2.17e-13	1.09e-15	1.13e+01	25.49692	1.51	RNASEH2A
219079_at	2.30e-13	1.16e-15	1.13e+01	25.432562	1.45	CYB5R4
221988_at	2.30e-13	1.16e-15	-1.13e+01	25.431548	-1.54	SMIM7
209464_at	2.30e-13	1.17e-15	1.13e+01	25.426996	2.16	AURKB
224570_s_at	2.34e-13	1.19e-15	-1.12e+01	25.40504	-1.02	IRF2BP2
205404_at	2.39e-13	1.22e-15	-1.12e+01	25.383555	-3.22	HSD11B1
212296_at	2.47e-13	1.26e-15	1.12e+01	25.346927	9.11e-01	PSMD14
202340_x_at	2.52e-13	1.30e-15	-1.12e+01	25.323073	-2.71	NR4A1
203573_s_at	2.59e-13	1.34e-15	1.12e+01	25.291194	1.47	RABGGTA
AFFX-HUMISGF3A/M97935_3_at	2.60e-13	1.35e-15	1.12e+01	25.283275	1.95	STAT1
213448_at	2.60e-13	1.35e-15	1.12e+01	25.282039	2.25	
242310_at	2.65e-13	1.38e-15	-1.12e+01	25.260398	-2.48	
225902_at	2.66e-13	1.39e-15	-1.12e+01	25.25435	-1.10	PPIG
209191_at	2.67e-13	1.40e-15	1.12e+01	25.246909	1.83	TUBB6
222878_s_at	2.68e-13	1.41e-15	1.12e+01	25.240016	2.83	OTUB2
222662_at	2.69e-13	1.42e-15	-1.12e+01	25.229769	-1.74	PPP1R3B
209891_at	2.97e-13	1.57e-15	1.12e+01	25.132028	2.27	SPC25
221434_s_at	3.02e-13	1.61e-15	1.12e+01	25.110208	1.36	SLIRP
202071_at	3.06e-13	1.63e-15	-1.12e+01	25.095465	-1.65	SDC4
201890_at	3.07e-13	1.64e-15	1.11e+01	25.088614	3.41	RRM2
204942_s_at	3.13e-13	1.68e-15	1.11e+01	25.065933	1.77	ALDH3B2
200657_at	3.22e-13	1.74e-15	1.11e+01	25.03335	8.58e-01	SLC25A5
224345_x_at	3.22e-13	1.74e-15	1.11e+01	25.032076	1.35	FAM162A
215092_s_at	3.25e-13	1.77e-15	-1.11e+01	25.01754	-2.06	NFAT5
204033_at	3.37e-13	1.84e-15	1.11e+01	24.979716	2.36	TRIP13
200887_s_at	3.38e-13	1.85e-15	1.11e+01	24.973141	1.90	STAT1
218384_at	3.43e-13	1.88e-15	1.11e+01	24.955758	2.61	CARHSP1
239381_at	3.57e-13	1.97e-15	1.11e+01	24.911783	1.47	KLK7
208913_at	3.64e-13	2.01e-15	-1.11e+01	24.8901	-8.97e-01	GGA2
202672_s_at	3.69e-13	2.05e-15	-1.11e+01	24.872226	-3.99	ATF3
216237_s_at	3.72e-13	2.07e-15	1.11e+01	24.859073	1.65	MCM5
223193_x_at	3.72e-13	2.08e-15	1.11e+01	24.855201	1.31	FAM162A
208705_s_at	3.72e-13	2.09e-15	1.11e+01	24.851342	1.01	EIF5
208290_s_at	3.72e-13	2.10e-15	1.11e+01	24.849284	1.78	EIF5
220942_x_at	3.72e-13	2.10e-15	1.11e+01	24.848332	1.24	FAM162A
230141_at	3.83e-13	2.16e-15	-1.11e+01	24.817092	-1.15	ARID4A
202338_at	4.08e-13	2.31e-15	1.10e+01	24.751895	2.07	TK1
239127_at	4.11e-13	2.34e-15	1.10e+01	24.740396	2.09	LOC100288860
218486_at	4.14e-13	2.36e-15	-1.10e+01	24.730866	-1.46	KLF11
1557389_at	4.20e-13	2.41e-15	1.10e+01	24.712382	2.82	SH3PXD2A-AS1
201924_at	4.20e-13	2.41e-15	-1.10e+01	24.71117	-1.05	AFF1
212079_s_at	4.39e-13	2.53e-15	-1.10e+01	24.663226	-2.05	KMT2A
225788_at	4.46e-13	2.58e-15	1.10e+01	24.644945	9.71e-01	RRP36
205393_s_at	4.49e-13	2.60e-15	1.10e+01	24.635512	1.90	CHEK1
219595_at	4.50e-13	2.62e-15	-1.10e+01	24.629052	-1.79	ZNF26
228562_at	4.51e-13	2.63e-15	-1.10e+01	24.625665	-2.00	ZBTB10
242271_at	4.57e-13	2.68e-15	1.10e+01	24.607784	3.30	SLC26A9
228718_at	4.59e-13	2.69e-15	-1.10e+01	24.601229	-1.37	ZNF44
203556_at	4.68e-13	2.76e-15	-1.10e+01	24.57673	-1.27	ZHX2
207602_at	4.68e-13	2.77e-15	1.10e+01	24.575229	4.49	TMPRSS11D
214070_s_at	4.75e-13	2.81e-15	1.10e+01	24.558659	2.25	ATP10B
