ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol
203691_at	3.78e-47	8.01e-50	2.14e+01	102.8938507	3.25	PI3
231227_at	4.38e-47	9.38e-50	2.13e+01	102.7378359	3.37	
209970_x_at	4.57e-47	9.87e-50	2.13e+01	102.6870463	1.39	CASP1
204601_at	5.20e-47	1.13e-49	2.13e+01	102.5508987	2.55	N4BP1
209969_s_at	6.33e-47	1.39e-49	2.13e+01	102.3474694	3.23	STAT1
219352_at	6.97e-47	1.54e-49	2.12e+01	102.2433456	4.04	HERC6
1555167_s_at	7.57e-47	1.69e-49	2.12e+01	102.1530416	4.40	NAMPT
201695_s_at	1.41e-46	3.18e-49	2.11e+01	101.5255655	2.36	PNP
203476_at	1.67e-46	3.79e-49	2.11e+01	101.3509678	1.17	TPBG
224376_s_at	1.75e-46	4.02e-49	2.11e+01	101.2916904	1.40	TGIF2-C20orf24///C20orf24
207008_at	1.75e-46	4.03e-49	2.11e+01	101.2892464	3.39	CXCR2
212769_at	1.86e-46	4.32e-49	2.11e+01	101.2202768	3.32	TLE3
220944_at	2.35e-46	5.49e-49	2.10e+01	100.9816249	3.81	PGLYRP4
210951_x_at	2.61e-46	6.17e-49	2.10e+01	100.8654714	4.47	RAB27A
210608_s_at	2.61e-46	6.21e-49	2.10e+01	100.8591961	2.88	FUT2
205476_at	4.40e-46	1.05e-48	2.09e+01	100.3342661	6.02	CCL20
209773_s_at	5.31e-46	1.28e-48	2.09e+01	100.1384917	4.99	RRM2
223880_x_at	5.79e-46	1.41e-48	2.09e+01	100.0457178	1.24	TGIF2-C20orf24///C20orf24
1554912_at	6.39e-46	1.57e-48	2.08e+01	99.9402275	2.60	ESYT3
211075_s_at	6.41e-46	1.58e-48	2.08e+01	99.9304614	1.57	CD47
204972_at	6.42e-46	1.60e-48	2.08e+01	99.9208459	4.46	OAS2
220322_at	9.04e-46	2.26e-48	2.08e+01	99.5738522	5.50	IL36G
210834_s_at	1.21e-45	3.05e-48	2.07e+01	99.2778362	3.30	PTGER3
206653_at	1.54e-45	3.92e-48	2.07e+01	99.0273772	1.93	POLR3G
217835_x_at	1.70e-45	4.36e-48	2.07e+01	98.9232893	1.20	TGIF2-C20orf24///C20orf24
239586_at	1.79e-45	4.61e-48	2.07e+01	98.8673687	4.97	FAM83A
209719_x_at	2.26e-45	5.87e-48	2.06e+01	98.6267003	5.51	SERPINB3
1565836_at	2.50e-45	6.59e-48	2.06e+01	98.5115798	3.89	LOC100506411
218400_at	2.50e-45	6.59e-48	2.06e+01	98.5114678	3.64	OAS3
235678_at	3.96e-45	1.05e-47	2.05e+01	98.0501926	2.28	GM2A
205339_at	3.98e-45	1.06e-47	2.05e+01	98.0368113	1.50	STIL
210652_s_at	4.13e-45	1.11e-47	2.05e+01	97.9938878	3.08	TTC39A
223220_s_at	5.60e-45	1.52e-47	2.05e+01	97.6836579	1.83	PARP9
203764_at	5.61e-45	1.53e-47	2.05e+01	97.6758847	3.52	DLGAP5
209720_s_at	5.72e-45	1.57e-47	2.05e+01	97.6503496	5.10	SERPINB3
1559097_at	5.86e-45	1.62e-47	-2.04e+01	97.6186426	-3.56	LINC01550
219795_at	6.24e-45	1.74e-47	2.04e+01	97.5494244	2.50	SLC6A14
224511_s_at	7.38e-45	2.07e-47	2.04e+01	97.3765731	1.43	TXNDC17
223298_s_at	8.87e-45	2.50e-47	2.04e+01	97.1875755	1.94	NT5C3A
231331_at	9.12e-45	2.59e-47	2.04e+01	97.1532835	4.35	
231697_s_at	9.53e-45	2.72e-47	2.04e+01	97.1034927	1.95	MIR21///VMP1
232001_at	1.18e-44	3.38e-47	2.03e+01	96.886408	4.05	PRKCQ-AS1
205681_at	1.21e-44	3.50e-47	2.03e+01	96.8519049	3.78	BCL2A1
207018_s_at	1.67e-44	4.87e-47	2.03e+01	96.5242262	3.65	RAB27B
211361_s_at	1.74e-44	5.10e-47	2.03e+01	96.4792297	2.44	SERPINB13
217739_s_at	1.82e-44	5.37e-47	2.02e+01	96.4262974	1.43	NAMPT
211368_s_at	1.89e-44	5.60e-47	2.02e+01	96.3859647	1.34	CASP1
239430_at	1.91e-44	5.71e-47	2.02e+01	96.3666637	5.54	IGFL1
214838_at	2.11e-44	6.36e-47	2.02e+01	96.2593059	3.17	SFT2D2
205552_s_at	2.11e-44	6.38e-47	2.02e+01	96.2555378	4.80	OAS1
219684_at	2.26e-44	6.86e-47	2.02e+01	96.1838264	4.10	RTP4
1554794_a_at	2.34e-44	7.13e-47	2.02e+01	96.1446182	2.70	UBE3C
202859_x_at	2.79e-44	8.56e-47	2.02e+01	95.9634152	6.75	CXCL8
225686_at	2.88e-44	8.92e-47	2.02e+01	95.9230228	1.75	SKA2
229055_at	2.96e-44	9.19e-47	2.02e+01	95.8929903	2.40	GPR68
222774_s_at	3.42e-44	1.07e-46	2.01e+01	95.7427964	3.40	NETO2
241994_at	3.85e-44	1.21e-46	2.01e+01	95.6180327	5.13	XDH
237120_at	4.46e-44	1.42e-46	-2.01e+01	95.4625091	-2.21	KRT77
208023_at	4.46e-44	1.42e-46	2.01e+01	95.4611883	2.22	TNFRSF4
201489_at	5.55e-44	1.77e-46	2.00e+01	95.2386009	1.75	PPIF
213696_s_at	5.57e-44	1.79e-46	2.00e+01	95.2288209	1.77	MED8
219270_at	6.98e-44	2.26e-46	2.00e+01	94.998865	4.90	CHAC1
218454_at	7.82e-44	2.55e-46	2.00e+01	94.8797024	1.80	PLBD1
207655_s_at	8.09e-44	2.65e-46	2.00e+01	94.8406439	1.27	BLNK
213523_at	1.03e-43	3.40e-46	1.99e+01	94.5930196	2.54	CCNE1
200648_s_at	1.25e-43	4.12e-46	1.99e+01	94.400249	3.04	GLUL
204995_at	1.43e-43	4.77e-46	1.99e+01	94.2562936	2.20	CDK5R1
221779_at	1.44e-43	4.81e-46	1.99e+01	94.2474414	1.88	MICALL1
60528_at	1.66e-43	5.59e-46	1.98e+01	94.0980431	1.60	PLA2G4B///JMJD7-PLA2G4B
218562_s_at	2.00e-43	6.77e-46	1.98e+01	93.9083593	1.81	TMEM57
203214_x_at	2.77e-43	9.43e-46	1.98e+01	93.5785395	3.29	CDK1
203148_s_at	2.81e-43	9.61e-46	1.98e+01	93.5591274	2.31	TRIM14
203535_at	3.31e-43	1.14e-45	1.97e+01	93.3906425	5.35	S100A9
202976_s_at	3.32e-43	1.15e-45	-1.97e+01	93.3838731	-2.57	RHOBTB3
219680_at	3.66e-43	1.27e-45	1.97e+01	93.281428	2.40	NLRX1
211762_s_at	5.58e-43	1.95e-45	1.96e+01	92.8560403	1.39	KPNA2
220599_s_at	8.23e-43	2.89e-45	1.96e+01	92.4640701	2.61	CARD14
241412_at	9.41e-43	3.32e-45	-1.95e+01	92.3259192	-4.75	BTC
214501_s_at	9.88e-43	3.51e-45	1.95e+01	92.2722491	8.81e-01	H2AFY
201420_s_at	1.17e-42	4.16e-45	1.95e+01	92.1018497	1.42	WDR77
211366_x_at	1.38e-42	4.94e-45	1.95e+01	91.9311192	1.64	CASP1
35820_at	1.81e-42	6.53e-45	1.94e+01	91.6534806	1.35	GM2A
225266_at	2.38e-42	8.62e-45	-1.94e+01	91.3781682	-1.03	ZNF652
211561_x_at	2.74e-42	9.99e-45	1.94e+01	91.2318588	2.78	MAPK14
219722_s_at	3.84e-42	1.41e-44	1.93e+01	90.8917737	2.31	GDPD3
230518_at	4.34e-42	1.60e-44	1.93e+01	90.7652088	1.67	MPZL2
218960_at	4.60e-42	1.70e-44	1.93e+01	90.7023244	4.82	TMPRSS4
1553695_a_at	4.64e-42	1.72e-44	1.93e+01	90.6897307	2.33	NLRX1
218951_s_at	4.87e-42	1.82e-44	1.93e+01	90.6364204	1.40	PLCXD1
219316_s_at	4.88e-42	1.83e-44	1.93e+01	90.6298942	1.92	FLVCR2
217497_at	4.91e-42	1.85e-44	1.93e+01	90.617701	3.23	TYMP
219956_at	5.38e-42	2.04e-44	1.92e+01	90.5220842	3.64	GALNT6
239017_at	5.39e-42	2.05e-44	-1.92e+01	90.5167853	-3.27	
207386_at	5.95e-42	2.28e-44	1.92e+01	90.4128098	2.38	CYP7B1
226018_at	6.19e-42	2.38e-44	-1.92e+01	90.3685181	-1.06	MTURN
225083_at	6.27e-42	2.42e-44	1.92e+01	90.3521277	1.04	GTF3C6
225629_s_at	1.06e-41	4.10e-44	-1.91e+01	89.8271864	-5.14e-01	ZBTB4
231755_at	1.07e-41	4.18e-44	1.91e+01	89.8077902	3.29	IL36B
217741_s_at	1.17e-41	4.58e-44	1.91e+01	89.7179408	1.70	ZFAND5
214710_s_at	1.23e-41	4.82e-44	1.91e+01	89.6667733	2.55	CCNB1
1554708_s_at	1.28e-41	5.05e-44	1.91e+01	89.6203453	3.58	SPATA6L
226980_at	1.55e-41	6.16e-44	1.91e+01	89.4231872	3.35	DEPDC1B
210559_s_at	1.67e-41	6.67e-44	1.91e+01	89.3433774	3.55	CDK1
209291_at	1.75e-41	7.03e-44	-1.90e+01	89.2914907	-8.54e-01	ID4
243550_at	2.23e-41	8.96e-44	1.90e+01	89.0500186	2.91	ZDHHC21
213425_at	2.45e-41	9.88e-44	1.90e+01	88.9523104	1.97	WNT5A
218856_at	2.57e-41	1.04e-43	1.90e+01	88.8991583	1.40	TNFRSF21
226915_s_at	2.62e-41	1.07e-43	1.90e+01	88.8759197	6.77e-01	ARPC5L
202345_s_at	2.63e-41	1.08e-43	1.90e+01	88.8663793	1.47	FABP5
209882_at	3.08e-41	1.27e-43	1.89e+01	88.7021676	3.35	RIT1
228607_at	3.08e-41	1.27e-43	1.89e+01	88.6994068	4.04	OAS2
205393_s_at	3.12e-41	1.30e-43	1.89e+01	88.6822826	2.78	CHEK1
204470_at	3.16e-41	1.32e-43	1.89e+01	88.6649726	6.18	CXCL1
206134_at	3.59e-41	1.50e-43	1.89e+01	88.5359412	5.11	ADAMDEC1
206504_at	4.10e-41	1.72e-43	1.89e+01	88.3985747	3.33	CYP24A1
225191_at	4.69e-41	1.98e-43	-1.89e+01	88.2609574	-8.33e-01	CIRBP
212268_at	4.70e-41	2.00e-43	1.89e+01	88.2532621	2.41	SERPINB1
208436_s_at	5.02e-41	2.14e-43	1.89e+01	88.184805	2.82	IRF7
1570243_at	5.74e-41	2.46e-43	1.88e+01	88.0464934	3.48	
212737_at	5.76e-41	2.48e-43	1.88e+01	88.0388823	1.15	GM2A
213172_at	5.82e-41	2.51e-43	1.88e+01	88.0250811	3.65	TTC9
201912_s_at	6.73e-41	2.92e-43	1.88e+01	87.8761047	1.19	GSPT1
237563_s_at	6.91e-41	3.01e-43	1.88e+01	87.8455769	1.98	
223906_s_at	6.94e-41	3.03e-43	1.88e+01	87.8369081	3.75	TEX101
222881_at	7.92e-41	3.48e-43	1.88e+01	87.7008557	3.68	HPSE
203780_at	8.03e-41	3.55e-43	1.88e+01	87.6807646	1.28	MPZL2
226829_at	8.03e-41	3.55e-43	1.88e+01	87.6798333	1.23	AFAP1L2
33646_g_at	1.00e-40	4.45e-43	1.87e+01	87.4559704	3.58	GM2A
230323_s_at	1.01e-40	4.50e-43	1.87e+01	87.4457212	2.10	TMEM45B
1557136_at	1.07e-40	4.77e-43	1.87e+01	87.3862645	2.01	ATP13A4
218517_at	1.13e-40	5.10e-43	-1.87e+01	87.3193777	-2.03	JADE1
214076_at	1.32e-40	5.95e-43	1.87e+01	87.1670174	1.94	GFOD2
214168_s_at	1.32e-40	5.98e-43	1.87e+01	87.1618588	3.29	TJP1
218309_at	1.40e-40	6.38e-43	-1.87e+01	87.0976372	-1.34	CAMK2N1
205543_at	1.51e-40	6.88e-43	1.87e+01	87.0219656	2.16	HSPA4L
239736_at	1.60e-40	7.33e-43	1.87e+01	86.9599726	3.03	LINC01214
226706_at	1.64e-40	7.56e-43	1.87e+01	86.9284807	1.57	FLJ23867///QSOX1
219358_s_at	1.64e-40	7.61e-43	1.87e+01	86.9223794	3.41	ADAP2
209853_s_at	1.95e-40	9.08e-43	1.86e+01	86.7468415	2.02	PSME3
203554_x_at	2.12e-40	9.89e-43	1.86e+01	86.6613142	1.57	PTTG1
239908_at	2.23e-40	1.05e-42	-1.86e+01	86.6056336	-4.06	
228378_at	2.28e-40	1.07e-42	1.86e+01	86.581511	3.07	C12orf29
212071_s_at	2.36e-40	1.11e-42	-1.86e+01	86.5453464	-4.54e-01	SPTBN1
208934_s_at	2.45e-40	1.16e-42	1.86e+01	86.5018474	1.26	LGALS8
220066_at	2.59e-40	1.23e-42	1.86e+01	86.4421754	2.24	NOD2
220990_s_at	3.12e-40	1.49e-42	1.85e+01	86.2556086	1.10	MIR21///VMP1
218384_at	3.15e-40	1.51e-42	1.85e+01	86.2407973	2.97	CARHSP1
201890_at	3.37e-40	1.62e-42	1.85e+01	86.1707016	1.79	RRM2
210638_s_at	3.63e-40	1.75e-42	1.85e+01	86.0926394	8.92e-01	FBXO9
226625_at	3.78e-40	1.83e-42	-1.85e+01	86.0481132	-1.06	TGFBR3
216379_x_at	4.00e-40	1.95e-42	1.85e+01	85.9884185	7.77e-01	CD24
228840_at	5.31e-40	2.60e-42	1.85e+01	85.7019039	2.52	AMOTL1
209771_x_at	5.90e-40	2.90e-42	1.84e+01	85.5910354	7.68e-01	CD24
202352_s_at	5.90e-40	2.90e-42	1.84e+01	85.5902391	1.28	PSMD12
200999_s_at	5.95e-40	2.94e-42	1.84e+01	85.5790382	6.32e-01	CKAP4
205046_at	7.11e-40	3.53e-42	1.84e+01	85.397299	3.77	CENPE
210449_x_at	7.12e-40	3.54e-42	1.84e+01	85.3919472	2.67	MAPK14
215471_s_at	7.63e-40	3.81e-42	1.84e+01	85.3207154	2.14	MAP7
220966_x_at	8.48e-40	4.25e-42	1.84e+01	85.2109207	6.66e-01	ARPC5L
215808_at	9.53e-40	4.79e-42	1.84e+01	85.0916369	4.41	KLK10
210357_s_at	9.64e-40	4.86e-42	1.83e+01	85.0770106	2.56	SMOX
231779_at	1.07e-39	5.40e-42	1.83e+01	84.9738358	2.12	IRAK2
229362_at	1.09e-39	5.55e-42	1.83e+01	84.9460589	1.95	PUS10
200750_s_at	1.21e-39	6.20e-42	1.83e+01	84.8357247	8.66e-01	RAN
224414_s_at	1.25e-39	6.38e-42	1.83e+01	84.8078417	2.96	CARD6
224917_at	1.38e-39	7.09e-42	1.83e+01	84.7025546	2.17	MIR21///VMP1
213397_x_at	1.43e-39	7.37e-42	-1.83e+01	84.6631709	-1.21	RNASE4
214446_at	1.44e-39	7.45e-42	1.83e+01	84.6527529	3.02	ELL2
209921_at	1.53e-39	7.96e-42	1.83e+01	84.5873838	4.14	SLC7A11
204478_s_at	1.62e-39	8.45e-42	1.83e+01	84.527862	2.41	RABIF
213797_at	1.82e-39	9.56e-42	1.82e+01	84.405198	5.42	RSAD2
209744_x_at	1.82e-39	9.56e-42	1.82e+01	84.4049089	2.73	ITCH
236341_at	1.83e-39	9.63e-42	1.82e+01	84.3981742	4.09	CTLA4
224013_s_at	2.16e-39	1.14e-41	1.82e+01	84.2278853	2.89	SOX7
238973_s_at	2.26e-39	1.20e-41	1.82e+01	84.181838	2.21	
200987_x_at	2.30e-39	1.23e-41	1.82e+01	84.1570859	1.88	PSME3
200776_s_at	2.34e-39	1.25e-41	1.82e+01	84.1386776	1.82	BZW1
55081_at	2.37e-39	1.27e-41	1.82e+01	84.1216277	1.80	MICALL1
208815_x_at	2.45e-39	1.32e-41	1.82e+01	84.085864	8.61e-01	HSPA4
227814_at	2.63e-39	1.42e-41	1.82e+01	84.0112575	1.51	WDR53
218755_at	2.72e-39	1.48e-41	1.82e+01	83.9735906	3.28	KIF20A
218532_s_at	2.75e-39	1.49e-41	-1.82e+01	83.9608302	-1.20	FAM134B
210119_at	3.03e-39	1.65e-41	1.82e+01	83.8610882	4.43	KCNJ15
1555404_a_at	3.14e-39	1.72e-41	1.81e+01	83.8209847	1.85	DUOXA1
225367_at	3.28e-39	1.80e-41	1.81e+01	83.7748018	1.33	PGM2
219095_at	3.29e-39	1.81e-41	1.81e+01	83.7708201	1.42	PLA2G4B///JMJD7-PLA2G4B
201649_at	3.42e-39	1.89e-41	1.81e+01	83.7268101	1.42	UBE2L6
227184_at	3.57e-39	1.98e-41	1.81e+01	83.6819449	2.53	PTAFR
208708_x_at	3.80e-39	2.12e-41	1.81e+01	83.6148264	1.50	EIF5
202824_s_at	3.94e-39	2.20e-41	1.81e+01	83.5767074	6.51e-01	TCEB1
219209_at	4.17e-39	2.34e-41	1.81e+01	83.5165521	1.93	IFIH1
210827_s_at	4.46e-39	2.50e-41	1.81e+01	83.4475557	2.93	ELF3
204408_at	4.49e-39	2.53e-41	1.81e+01	83.4369483	2.11	APEX2
219225_at	4.72e-39	2.67e-41	1.81e+01	83.383844	3.34	PGBD5
204901_at	5.65e-39	3.21e-41	1.80e+01	83.2012319	2.64	BTRC
226438_at	5.83e-39	3.32e-41	-1.80e+01	83.1676711	-1.94	SNTB1
1553132_a_at	6.64e-39	3.79e-41	1.80e+01	83.0350621	2.05	TC2N
202869_at	7.45e-39	4.26e-41	1.80e+01	82.9180123	2.67	OAS1
204698_at	7.54e-39	4.33e-41	1.80e+01	82.9021062	3.24	ISG20
1552618_at	7.94e-39	4.57e-41	1.80e+01	82.8482408	2.49	STX6
203573_s_at	8.70e-39	5.03e-41	1.80e+01	82.7540294	2.31	RABGGTA
242625_at	8.71e-39	5.05e-41	1.80e+01	82.7494883	4.37	RSAD2
243626_at	9.46e-39	5.50e-41	-1.80e+01	82.6642241	-3.90	
201523_x_at	9.57e-39	5.58e-41	1.80e+01	82.6494006	1.66	UBE2N
200863_s_at	9.59e-39	5.61e-41	1.80e+01	82.6445131	6.39e-01	RAB11A
225100_at	1.05e-38	6.15e-41	1.79e+01	82.5537366	4.24	FBXO45
228846_at	1.06e-38	6.22e-41	1.79e+01	82.5416091	3.07	MXD1
215223_s_at	1.12e-38	6.59e-41	1.79e+01	82.4837668	2.58	LOC100129518///SOD2
