ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
212284_x_at	0.00016487	4.61e-07	-6.217923	6.332831	-0.5910462	LOC101928826///TPT1	uncharacterized LOC101928826///tumor protein, translationally-controlled 1
210787_s_at	0.00016487	4.66e-07	-6.2141209	6.32219	-2.4683774	CAMKK2	calcium/calmodulin dependent protein kinase kinase 2
200773_x_at	0.00016599	4.85e-07	-6.2010384	6.285567	-0.6540564	PTMA	prothymosin, alpha
202354_s_at	0.00016599	4.85e-07	-6.2008555	6.285055	-1.6708184	GTF2F1	general transcription factor IIF subunit 1
211681_s_at	0.00016599	4.98e-07	-6.1915743	6.259067	-1.183286	PDLIM5	PDZ and LIM domain 5
212464_s_at	0.00016599	4.99e-07	-6.1910985	6.257735	-0.6982048	FN1	fibronectin 1
217658_at	0.00016674	5.09e-07	-6.1845826	6.239487	-1.624621	THAP3	THAP domain containing 3
208879_x_at	0.00017317	5.36e-07	-6.1669435	6.190076	-2.1114598	PRPF6	pre-mRNA processing factor 6
200593_s_at	0.00017675	5.58e-07	-6.1535919	6.152664	-0.7565894	HNRNPU	heterogeneous nuclear ribonucleoprotein U
213583_x_at	0.00017675	5.66e-07	-6.1489515	6.139659	-0.5620996	EEF1A1	eukaryotic translation elongation factor 1 alpha 1
201683_x_at	0.00017675	5.75e-07	-6.1436911	6.124914	-0.9597811	TOX4	TOX high mobility group box family member 4
201927_s_at	0.00017675	5.79e-07	-6.141078	6.117589	-1.6225897	PKP4	plakophilin 4
211513_s_at	0.00019009	6.31e-07	-6.1120271	6.036133	-2.7692901	OGFR	opioid growth factor receptor
211956_s_at	0.00019291	6.56e-07	-6.0990014	5.999595	-0.5134669	EIF1	eukaryotic translation initiation factor 1
213477_x_at	0.00019291	6.60e-07	-6.0972503	5.994682	-0.5823772	EEF1A1	eukaryotic translation elongation factor 1 alpha 1
203394_s_at	0.00019291	6.71e-07	-6.0915647	5.97873	-1.4434558	HES1	hes family bHLH transcription factor 1
206360_s_at	0.00019291	6.75e-07	-6.0893858	5.972617	-1.6769998	SOCS3	suppressor of cytokine signaling 3
212113_at	0.00019306	6.91e-07	-6.0818679	5.951521	-1.7560597	ATXN7L3B	ataxin 7 like 3B
208621_s_at	0.00019306	6.93e-07	-6.0806054	5.947978	-2.5910817	EZR	ezrin
217607_x_at	0.00019435	7.06e-07	-6.0741934	5.929983	-2.290004	EIF4G2	eukaryotic translation initiation factor 4 gamma 2
216689_x_at	0.00020075	7.44e-07	-6.0567008	5.880879	-1.3144801	ARHGAP1	Rho GTPase activating protein 1
215660_s_at	0.00020075	7.60e-07	-6.0494348	5.860479	-2.6627979	MAST2	microtubule associated serine/threonine kinase 2
211074_at	0.00020075	7.66e-07	-6.0470831	5.853875	-1.2105529	FOLR1	folate receptor 1
208868_s_at	0.00020075	7.75e-07	-6.0431801	5.842915	-1.4270908	GABARAPL1	GABA type A receptor associated protein like 1
212869_x_at	0.00020075	7.75e-07	-6.0431713	5.842891	-0.5660031	LOC101928826///TPT1	uncharacterized LOC101928826///tumor protein, translationally-controlled 1
214149_s_at	0.00020267	7.91e-07	-6.0360924	5.823011	-1.281826	ATP6V0E1	ATPase H+ transporting V0 subunit e1
207499_x_at	0.00020477	8.09e-07	-6.0286568	5.802126	-2.0844356	UNC45A	unc-45 myosin chaperone A
212391_x_at	0.00020477	8.18e-07	-6.0249917	5.791831	-0.5385143	SNORD73A///RPS3A	small nucleolar RNA, C/D box 73A///ribosomal protein S3A
208980_s_at	0.00020511	8.29e-07	-6.020367	5.77884	-0.5893491	UBC	ubiquitin C
216520_s_at	0.00020511	8.42e-07	-6.0153184	5.764657	-0.4917975	LOC101928826///TPT1	uncharacterized LOC101928826///tumor protein, translationally-controlled 1
213121_at	0.00020511	8.47e-07	-6.0133002	5.758987	-2.7157733	SNRNP70	small nuclear ribonucleoprotein U1 subunit 70
201808_s_at	0.00020572	8.59e-07	-6.008681	5.746008	-2.6685922	ENG	endoglin
AFFX-hum_alu_at	0.00020748	8.76e-07	-6.001743	5.726513	-0.6700723		
212107_s_at	0.00020748	8.85e-07	-5.9986616	5.717854	-2.3245732	DHX9	DEAH-box helicase 9
212732_at	0.00022313	9.61e-07	-5.9707447	5.639385	-2.067711	MEG3	maternally expressed 3 (non-protein coding)
201679_at	0.00022922	1.01e-06	-5.9550733	5.595322	-2.7414284	SRRT	serrate, RNA effector molecule
209261_s_at	0.00022922	1.01e-06	-5.9538958	5.59201	-0.8503301	NR2F6	nuclear receptor subfamily 2 group F member 6
208038_at	0.00022922	1.02e-06	-5.9513792	5.584934	-2.0191104	IL1RL2	interleukin 1 receptor like 2
221638_s_at	0.00023419	1.05e-06	-5.940805	5.555195	-2.0924131	STX16	syntaxin 16
211943_x_at	0.00023574	1.08e-06	-5.9328088	5.532703	-0.5466384	LOC101928826///TPT1	uncharacterized LOC101928826///tumor protein, translationally-controlled 1
208701_at	0.00023574	1.08e-06	-5.9319505	5.530289	-1.0252584	APLP2	amyloid beta precursor like protein 2
215426_at	0.00023747	1.10e-06	-5.9262207	5.514171	-0.9409825	ZCCHC14	zinc finger CCHC-type containing 14
200768_s_at	0.0002583	1.22e-06	-5.8921225	5.418225	-0.8663374	MAT2A	methionine adenosyltransferase 2A
203692_s_at	0.0002583	1.22e-06	-5.8915748	5.416683	-0.9329392	E2F3	E2F transcription factor 3
205580_s_at	0.00026705	1.27e-06	-5.8772273	5.3763	-1.101767	HRH1	histamine receptor H1
213815_x_at	0.00027443	1.32e-06	-5.8649327	5.341689	-0.6439901	CACTIN	cactin, spliceosome C complex subunit
201891_s_at	0.00027658	1.34e-06	-5.8591978	5.325542	-0.6074042	B2M	beta-2-microglobulin
211962_s_at	0.00030573	1.51e-06	-5.8198519	5.214738	-0.7944096	ZFP36L1	ZFP36 ring finger protein like 1
210999_s_at	0.00030573	1.51e-06	-5.8194587	5.213631	-1.1044883	GRB10	growth factor receptor bound protein 10
204387_x_at	0.00031662	1.59e-06	-5.8029266	5.16706	-0.9295264	MRPL57	mitochondrial ribosomal protein L57
208452_x_at	0.00031662	1.59e-06	-5.8016926	5.163584	-1.2342048	MYO9B	myosin IXB
203247_s_at	0.00032181	1.63e-06	-5.7932721	5.13986	-0.8142312	ZNF24	zinc finger protein 24
216352_x_at	0.0003309	1.70e-06	-5.779133	5.10002	-3.6333856	PCDHGA3	protocadherin gamma subfamily A, 3
216442_x_at	0.0003309	1.71e-06	-5.778063	5.097005	-0.6639865	FN1	fibronectin 1
208869_s_at	0.00033394	1.74e-06	-5.7720953	5.080189	-0.9035616	GABARAPL1	GABA type A receptor associated protein like 1
203483_at	0.00036686	1.93e-06	-5.7377288	4.983329	-1.0941594	SEMA4G	semaphorin 4G
202742_s_at	0.00037069	1.96e-06	5.7314013	4.965492	0.8439294	PRKACB	protein kinase cAMP-activated catalytic subunit beta
208917_x_at	0.00038261	2.04e-06	-5.7179731	4.927637	-1.7238898	NADK	NAD kinase
215561_s_at	0.00038911	2.10e-06	-5.7083415	4.900482	-2.4375652	IL1R1	interleukin 1 receptor type 1
214623_at	0.00038911	2.11e-06	-5.7067517	4.896	-2.1624491	FBXW4P1	F-box and WD repeat domain containing 4 pseudogene 1
219035_s_at	0.00039039	2.15e-06	5.700209	4.877553	0.4704853	RNF34	ring finger protein 34
209034_at	0.00039039	2.15e-06	-5.7001653	4.877429	-0.9278116	PNRC1	proline rich nuclear receptor coactivator 1
208721_s_at	0.00040009	2.23e-06	-5.6892357	4.846611	-1.5529248	ANAPC5	anaphase promoting complex subunit 5
208834_x_at	0.0004005	2.26e-06	-5.6836078	4.830742	-0.5608209	SNORD42A///RPL23A	small nucleolar RNA, C/D box 42A///ribosomal protein L23a
216017_s_at	0.0004005	2.28e-06	-5.6812473	4.824085	-1.732459	NAB2	NGFI-A binding protein 2
212932_at	0.0004005	2.28e-06	-5.6808934	4.823087	-0.7817027	RAB3GAP1	RAB3 GTPase activating protein catalytic subunit 1
216205_s_at	0.00040676	2.34e-06	-5.6730763	4.801043	-1.2716174	MFN2	mitofusin 2
209134_s_at	0.00041259	2.39e-06	-5.6657031	4.78025	-0.5192849	RPS6	ribosomal protein S6
203809_s_at	0.0004194	2.46e-06	-5.655918	4.752654	-2.5125323	AKT2	AKT serine/threonine kinase 2
212027_at	0.0004194	2.48e-06	-5.6530447	4.74455	-1.2996874	RBM25	RNA binding motif protein 25
205997_at	0.0004194	2.48e-06	5.652526	4.743087	3.4057787	ADAM28	ADAM metallopeptidase domain 28
218669_at	0.00042031	2.51e-06	5.6492748	4.733918	0.6406802	RAP2C	RAP2C, member of RAS oncogene family
208825_x_at	0.00042142	2.53e-06	-5.6458876	4.724365	-0.5963041	SNORD42A///RPL23A	small nucleolar RNA, C/D box 42A///ribosomal protein L23a
213084_x_at	0.00043013	2.61e-06	-5.6365482	4.698023	-0.5475342	SNORD42A///RPL23A	small nucleolar RNA, C/D box 42A///ribosomal protein L23a
216926_s_at	0.00046817	2.86e-06	-5.605715	4.611051	-1.9114623	MAU2	MAU2 sister chromatid cohesion factor
201615_x_at	0.00047136	2.92e-06	-5.5988482	4.59168	-1.5865271	CALD1	caldesmon 1
211823_s_at	0.00047136	2.92e-06	-5.5985526	4.590847	-2.9422691	PXN	paxillin
211124_s_at	0.00051577	3.22e-06	-5.565651	4.498029	-2.1452594	KITLG	KIT ligand
217263_x_at	0.00051577	3.27e-06	-5.560902	4.484631	-2.2280049	LOC101928269///LOC100506403///RUNX1	uncharacterized LOC101928269///uncharacterized LOC100506403///runt related transcription factor 1
212575_at	0.00051577	3.27e-06	-5.5603802	4.483159	-2.7148298	TMEM259	transmembrane protein 259
212007_at	0.00051577	3.29e-06	-5.5588603	4.478871	-1.2658263	UBXN4	UBX domain protein 4
216397_s_at	0.0005243	3.39e-06	-5.5486822	4.450156	-0.7560563	MIR7112///BOP1	microRNA 7112///block of proliferation 1
209566_at	0.0005243	3.41e-06	5.5464335	4.443812	0.8806173	INSIG2	insulin induced gene 2
200841_s_at	0.0005243	3.44e-06	-5.5434535	4.435405	-2.5818141	EPRS	glutamyl-prolyl-tRNA synthetase
208710_s_at	0.0005243	3.44e-06	-5.5433787	4.435194	-3.0787294	AP3D1	adaptor related protein complex 3 delta 1 subunit
220495_s_at	0.0005243	3.48e-06	5.5399886	4.42563	0.7367068	TXNDC15	thioredoxin domain containing 15
205457_at	0.0005243	3.48e-06	-5.5395191	4.424305	-1.4567543	C6orf106	chromosome 6 open reading frame 106
207657_x_at	0.00052793	3.53e-06	-5.5349571	4.411434	-0.8936376	TNPO1	transportin 1
207190_at	0.00053459	3.60e-06	-5.528522	4.393279	-0.9591257	ZZEF1	zinc finger ZZ-type and EF-hand domain containing 1
201070_x_at	0.00053509	3.63e-06	-5.5259846	4.38612	-1.1478179	SF3B1	splicing factor 3b subunit 1
212938_at	0.00055709	3.80e-06	-5.510293	4.341849	-1.9027361	COL6A1	collagen type VI alpha 1 chain
200879_s_at	0.00056931	3.91e-06	-5.5008403	4.31518	-1.9599051	EPAS1	endothelial PAS domain protein 1
203752_s_at	0.0005707	3.94e-06	-5.4978413	4.306719	-0.583501	JUND	JunD proto-oncogene, AP-1 transcription factor subunit
221628_s_at	0.00057873	4.03e-06	-5.4909997	4.287417	-2.4384524	GLYR1	glyoxylate reductase 1 homolog
221530_s_at	0.00058214	4.08e-06	5.4864457	4.274569	1.234424	BHLHE41	basic helix-loop-helix family member e41
209041_s_at	0.00058214	4.10e-06	-5.4847424	4.269764	-1.0223074	UBE2G2	ubiquitin conjugating enzyme E2 G2
208041_at	0.00059152	4.26e-06	-5.4723958	4.234931	-1.3646039	GRK1	G protein-coupled receptor kinase 1
203455_s_at	0.00059152	4.26e-06	-5.4718515	4.233395	-0.8174995	SAT1	spermidine/spermine N1-acetyltransferase 1
222122_s_at	0.00059152	4.27e-06	-5.4715694	4.232599	-0.8150915	THOC2	THO complex 2
208610_s_at	0.00059152	4.27e-06	-5.4709761	4.230925	-1.6213366	SRRM2	serine/arginine repetitive matrix 2
208965_s_at	0.00059211	4.30e-06	-5.4685671	4.224129	-1.5266943	IFI16	interferon gamma inducible protein 16
201429_s_at	0.00060319	4.42e-06	-5.45957	4.198747	-0.4968562	RPL37A	ribosomal protein L37a
211719_x_at	0.00060319	4.48e-06	-5.4553672	4.18689	-0.6245153	FN1	fibronectin 1
210794_s_at	0.00060319	4.49e-06	-5.4545892	4.184695	-1.6037143	MEG3	maternally expressed 3 (non-protein coding)
213259_s_at	0.00060319	4.49e-06	5.4542031	4.183606	1.1013123	SARM1	sterile alpha and TIR motif containing 1
205454_at	0.00062434	4.68e-06	-5.4406577	4.145393	-0.9550946	HPCA	hippocalcin
207574_s_at	0.00064647	4.87e-06	-5.4270024	4.106872	-1.5593349	GADD45B	growth arrest and DNA damage inducible beta
202774_s_at	0.00064932	4.94e-06	-5.4223882	4.093855	-0.7280192	SFSWAP	splicing factor SWAP homolog
211027_s_at	0.00064932	4.96e-06	-5.4209751	4.089869	-2.5586182	IKBKB	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta
211454_x_at	0.00064932	4.98e-06	-5.4196067	4.086009	-0.8130545	FKSG49	FKSG49
203341_at	0.00065266	5.06e-06	-5.4144181	4.071373	-0.8139017	CEBPZ	CCAAT/enhancer binding protein zeta
209776_s_at	0.00065266	5.07e-06	-5.4140016	4.070198	-1.7822136	SLC19A1	solute carrier family 19 member 1
202340_x_at	0.00069446	5.42e-06	-5.3912948	4.00615	-2.6511768	NR4A1	nuclear receptor subfamily 4 group A member 1
201659_s_at	0.00070449	5.53e-06	5.3845742	3.987194	0.6194351	ARL1	ADP ribosylation factor like GTPase 1
208930_s_at	0.00072549	5.73e-06	-5.372835	3.954085	-2.3815637	ILF3	interleukin enhancer binding factor 3
214564_s_at	0.00072799	5.79e-06	-5.3690903	3.943525	-1.8949862	PCDHGC3	protocadherin gamma subfamily C, 3
212940_at	0.00072799	5.84e-06	-5.3665167	3.936266	-2.9905932	COL6A1	collagen type VI alpha 1 chain
210935_s_at	0.00072799	5.85e-06	-5.3660254	3.934881	-1.1962087	WDR1	WD repeat domain 1
212257_s_at	0.00072932	5.89e-06	-5.363553	3.927908	-1.5936851	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2
219243_at	0.00074969	6.09e-06	5.352475	3.896668	1.2267584	GIMAP4	GTPase, IMAP family member 4
200032_s_at	0.00076233	6.23e-06	-5.3450345	3.875686	-0.5139264	RPL9	ribosomal protein L9
207425_s_at	0.00077807	6.41e-06	-5.3355006	3.848803	-2.9761106	SEPT9	septin 9
214041_x_at	0.00077807	6.42e-06	-5.3345327	3.846074	-1.608922	RPL37A	ribosomal protein L37a
209959_at	0.00078249	6.50e-06	-5.3308204	3.835607	-2.8113677	NR4A3	nuclear receptor subfamily 4 group A member 3
211949_s_at	0.00082018	6.90e-06	-5.3107634	3.779059	-0.8298373	NOLC1	nucleolar and coiled-body phosphoprotein 1
214726_x_at	0.00082018	6.91e-06	-5.3099569	3.776785	-1.0466746	ADD1	adducin 1
216234_s_at	0.00082018	6.92e-06	-5.3096863	3.776023	-1.9630734	PRKACA	protein kinase cAMP-activated catalytic subunit alpha
203034_s_at	0.00083009	7.04e-06	-5.3038864	3.759672	-0.4525679	SNORA3A///RPL27A	small nucleolar RNA, H/ACA box 3A///ribosomal protein L27a
200041_s_at	0.00083406	7.21e-06	-5.2957715	3.736797	-0.5761972	ATP6V1G2-DDX39B///SNORD84///DDX39B	ATP6V1G2-DDX39B readthrough (NMD candidate)///small nucleolar RNA, C/D box 84///DEAD-box helicase 39B
204892_x_at	0.00083406	7.24e-06	-5.294431	3.733018	-0.48854	EEF1A1	eukaryotic translation elongation factor 1 alpha 1
202879_s_at	0.00083406	7.24e-06	-5.2943829	3.732883	-1.7369287	CYTH1	cytohesin 1
203574_at	0.00083406	7.26e-06	-5.2934647	3.730295	-1.5263482	NFIL3	nuclear factor, interleukin 3 regulated
210557_x_at	0.00083406	7.27e-06	-5.2930533	3.729135	-2.2648835	CSF1	colony stimulating factor 1
208695_s_at	0.00083406	7.30e-06	-5.2918245	3.725672	-0.517042	RPL39	ribosomal protein L39
213756_s_at	0.00085468	7.52e-06	-5.281934	3.697794	-0.7961199	HSF1	heat shock transcription factor 1
210594_x_at	0.00085812	7.59e-06	-5.2788827	3.689194	-0.9493955	MPZL1	myelin protein zero like 1
200094_s_at	0.00086233	7.66e-06	-5.2755485	3.679797	-0.5155853	EEF2	eukaryotic translation elongation factor 2
214336_s_at	0.00088301	7.89e-06	-5.2659216	3.652667	-1.2690728	COPA	coatomer protein complex subunit alpha
201257_x_at	0.00089661	8.05e-06	-5.2591258	3.633517	-0.5070081	SNORD73A///RPS3A	small nucleolar RNA, C/D box 73A///ribosomal protein S3A
221383_at	0.00089922	8.11e-06	-5.2564798	3.626061	-0.9420839	NMUR1	neuromedin U receptor 1
215553_x_at	0.00091273	8.27e-06	-5.249823	3.607304	-0.8144584		
211087_x_at	0.00091752	8.36e-06	-5.246415	3.597701	-1.6009479	MAPK14	mitogen-activated protein kinase 14
209092_s_at	0.00093639	8.57e-06	5.2379499	3.573852	0.495532	GLOD4	glyoxalase domain containing 4
201426_s_at	0.0009393	8.64e-06	-5.2352721	3.566308	-0.5366581	VIM	vimentin
218859_s_at	0.00094492	8.74e-06	-5.2316425	3.556083	-0.8511801	ESF1	ESF1 nucleolar pre-rRNA processing protein homolog
210449_x_at	0.00097829	9.09e-06	-5.2183911	3.518756	-0.8792928	MAPK14	mitogen-activated protein kinase 14
212362_at	0.00100301	9.36e-06	-5.2084163	3.490661	-1.561727	ATP2A2	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2
201235_s_at	0.00101214	9.49e-06	-5.2037731	3.477585	-2.0216014	BTG2	BTG anti-proliferation factor 2
219344_at	0.00102805	9.69e-06	5.1969464	3.458361	1.0629314	SLC29A3	solute carrier family 29 member 3
201072_s_at	0.00104529	9.90e-06	-5.1897792	3.438179	-1.0467556	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1
213252_at	0.00105919	1.02e-05	-5.1811749	3.413954	-0.9409477	SH3PXD2A	SH3 and PX domains 2A
201868_s_at	0.00105919	1.02e-05	-5.1802995	3.411489	-1.7826724	TBL1X	transducin (beta)-like 1X-linked
215628_x_at	0.00105919	1.02e-05	-5.1801461	3.411057	-1.1334691		
217878_s_at	0.00105919	1.02e-05	-5.1790583	3.407995	-0.8833737	CDC27	cell division cycle 27
208835_s_at	0.00108605	1.05e-05	-5.1691076	3.379983	-1.1141388	LUC7L3	LUC7 like 3 pre-mRNA splicing factor
201008_s_at	0.00111678	1.09e-05	-5.1582042	3.349293	-2.0901724	TXNIP	thioredoxin interacting protein
215159_s_at	0.00112139	1.10e-05	-5.1552807	3.341065	-1.701932	NADK	NAD kinase
215880_at	0.00112413	1.10e-05	-5.1529281	3.334444	-1.0383282	NAGLU	N-acetyl-alpha-glucosaminidase
220985_s_at	0.00113243	1.12e-05	5.1488832	3.323061	0.7167962	RNF170	ring finger protein 170
204973_at	0.00113243	1.13e-05	-5.1460446	3.315073	-1.3749137	GJB1	gap junction protein beta 1
209258_s_at	0.00113243	1.13e-05	-5.1458996	3.314665	-1.2289936	SMC3	structural maintenance of chromosomes 3
204989_s_at	0.00118162	1.18e-05	-5.1301346	3.270307	-1.392903	ITGB4	integrin subunit beta 4
208134_x_at	0.00118163	1.19e-05	5.1282627	3.265041	1.1550689	PSG2	pregnancy specific beta-1-glycoprotein 2
203974_at	0.00118163	1.20e-05	5.1266072	3.260384	0.6192944	PUDP	pseudouridine 5'-phosphatase
211453_s_at	0.00118163	1.20e-05	-5.125648	3.257685	-1.916321	AKT2	AKT serine/threonine kinase 2
